article_id;id_institucion;id_version;additionaltype;nombre;nombre_oficial;url;descripcion;direccion;email;telefono;imagen;ubicacion;logo;autoridad;vision;mision;publicservantlist;version;structureid;tipoinstitucion;latitud;longitud;abreviatura
13728;13730;88848;http://www.mdn.gov.py/;Ministerio de Defensa Nacional;Ministerio de Defensa Nacional;http://www.mdn.gov.py/;"El MDN es el encargado de la dirección, gestión y ejecución de la política referente a la Defensa Nacional, y el desempeño de las funciones administrativas de las Fuerzas Armadas de la Nación.";Avda. Mariscal López e/ Vice Presidente Sánchez;informatica@mdn.gov.py;+59521 2490000;"";Asunción - Paraguay;"";Gral. Ejto. (R) BERNARDINO SOTO ESTIGARRIBIA;"Ser una Institución moderna, con capital humano profesional, altamente calificado, de sólidos valores morales y elevado sentido de pertenencia";"El Ministerio de Defensa Nacional es el organismo del Poder Ejecutivo, que tiene como función la dirección, gestión y ejecución de la política referente a la Defensa Nacional, y el desempeño de las funciones administrativas de las Fuerzas Armadas de la Nación.";Ver Nómina de Funcionarios;1.4;13527;1;-25.293429;-57.612831;
14788;14790;102156;http://www.senavitat.gov.py;Secretaría Nacional de la Vivienda y el Hábitat;Secretaría Nacional de la Vivienda y el Hábitat (SENAVITAT);http://www.senavitat.gov.py;"SENAVITAT, es una entidad descentralizada y autárquica, creada por Ley 3.909/10 como única institución rectora de la política habitacional, siguiendo la línea de trabajo iniciada por su predecesora el CONAVI, y consciente de la necesidad de planificar y ejecutar propuestas a corto, mediano y largo plazo, además de dar sostenibilidad a los planes y programas iniciados, con el objetivo superior de apoyar el desarrollo socioeconómico con equidad y universalidad.";Independencia Nacional Nº 909 e/ Manuel Domínguez.;sgeneral@senavitat.gov.py;(021)  444-340 R.A;"";Asunción - Paraguay;"";Arq.Francisco Knapps Huber;"Ser una Institución de rango ministerial reconocida y líder en la implementación de Políticas Públicas en el ámbito de la vivienda y el hábitat, de alcance nacional, con presencia y representación regional; con solvencia financiera, utilizando tecnología de punta, mediante el concurso de servidores públicos capacitados y comprometidos.";"Somos una Institución Gubernamental de Servicio Público creada para establecer, regir e implementar la política del Sector Habitacional del país, coordinando los procesos con los actores relacionados al sector, posibilitando el acceso universal a la vivienda y hábitat dignos, priorizando a las familias de escasos recursos, buscando soluciones integrales para disminuir el déficit habitacional y mejorar la calidad de vida de todos los ciudadanos.
	La misión del SENAVITAT, es fijar la Política Nacional de la Vivienda e impulsar Programas Habitacionales, en el marco de las políticas macro económicas y del Plan Nacional de Desarrollo que las expresa, tendientes a satisfacer las demandas de vivienda y de soluciones habitacionales de la población.";http://www.senavitat.gov.py/blog/documentos/lista-de-funcionarios/;1.6;13527;2;-25.287711;-57.637072;
14290;14292;186591;http://www.snd.gov.py/;Secretaría Nacional de Deportes;Secretaría Nacional de Deportes (SND);http://www.snd.gov.py/;Sin datos;Avda. Eusebio Ayala y Oroite Km. 4 1/2;info@snd.gov.py;59521 520671/6;"";"Asunción, Paraguay";"";Víctor Manuel Pecci Balart;"Lograr el desarrollo de programas en distintos niveles institucionales, tales como las Entidades Deportivas, Municipalidades y Gobernaciones, que logren una articulación y concatenación de acciones, a fin de obtener resultados favorables en el ámbito deportivo Nacional e Internacional; a través del cumplimiento de la Política Deportiva Nacional y la utilización eficiente de los recursos disponibles.";"Somos una Institución, que fomenta la cultura y práctica deportiva, utilizando la motricidad física como medio de desarrollo integral de las personas, buscando la integración social, la recreación, la concienciación, la expansión y la sana competencia, para una mejor calidad de vida y la salud de la población, a través de la cooperación institucional de las entidades que compartan fines similares y posibiliten la efectividad en el uso de los recursos del Estado.";SIN DATOS;1.4;13527;2;-25.316988;-57.580908;
13977;13979;188704;http://www.stp.gov.py/;Secretaría Técnica de Planificación del Desarrollo Económico y Social (STP);Secretaría Técnica de Planificación del Desarrollo Económico y Social (STP);http://www.stp.gov.py/;"Institución Gubernamental rectora de la planificación, encargada de coordinar, evaluar, diseñar y promover las acciones conducentes al desarrollo sostenible del país, brindando lineamientos, estudios, información y asistencia técnica para la formulación e implementación de planes y políticas públicas orientados a mejorar el bienestar de la población, en el marco de los principios de equidad, participación y responsabilidad social";Estrella 505 esq. 14 de Mayo;stp@stp.gov.py;(595-21) 450-422  Fax: 496-510;"";Asunción - Paraguay;"";José Molinas Vega;"Seremos la institución gubernamental líder en la planificación del desarrollo y la información, con influencia en los niveles de toma de decisiones y reconocida por los organismos nacionales e internacionales … con funcionarios calificados y comprometidos en la prestación de servicios de alta calidad, confiables y oportunos, orientados a la excelencia de la gestión pública en beneficio de la sociedad";"Somos la Institución Gubernamental rectora de la planificación, encargada de coordinar, evaluar, diseñar y promover las acciones conducentes al desarrollo sostenible del país, brindando lineamientos, estudios, información y asistencia técnica para la formulación e implementación de planes y políticas publicas orientados a mejorar el bienestar de la población, en el marco de los principios de equidad, participación y responsabilidad social.";Nómina de Funcionarios;1.5;13527;2;-25.281582;-57.637250;
23268;23270;199602;Secretaría Nacional de la Juventud (SNJ);Secretaría Nacional de la Juventud (SNJ);Secretaría Nacional de la Juventud (SNJ);http://www.snj.gov.py/;SIN DATOS;Ayolas 451 entre Estrella y Oliva. Edificio Capital;snjparaguay@gmail.com;+59521 3274770;"";Asunción - Paraguay;"";Marcelo Soto Pavón;SIN DATOS;SIN DATOS;SIN DATOS;1.8;13527;2;-25.280440;-57.639981;
14035;14037;218923;http://www.sas.gov.py;Secretaría de Acción Social;Secretaría de Acción Social;www.sas.gov.py;"La acción institucional de la Secretaría de Acción Social (SAS) se enmarca en la propuesta del Plan Nacional de Desarrollo Social 2010-2020, Paraguay para Todos y Todas, directamente en los ejes y objetivos referidos a la resignificación de las políticas sociales para la población afectada por la pobreza y la indigencia.

	El abordaje de la SAS se basa fundamentalmente en una política social enmarcada en el Estado Social de Derecho con Sistema de Gobierno Democrático. Esto quiere decir que nuestra acción es un componente entre todas las complejas acciones nacionales que se requieren para reducir la pobreza y la exclusión (como parte integradora, cuenta con una función trascendental al implementar un programa que se constituye en puerta de entrada al Sistema de Protección Social).

	La SAS está orientada hacia el cumplimiento de compromisos internacionales como los Objetivos de Desarrollo del Milenio (ODM) y el Plan Estratégico de Acción Social del MERCOSUR.";Avenida Mariscal López y Coronel. Pampliega;secsas@sas.gov.py;(595-21) 678 430 / 31 / 53;"";Asunción - Paraguay;"";Lic. Héctor Ramón Cárdenas Molinas;"Somos una institución reconocida por su honestidad, transparencia y eficiencia en la gestión de programas sociales que, en el marco de políticas de estado, promueve el desarrollo integral de personas, familias y comunidades para la superación de la exclusión generada por la pobreza y la vulnerabilidad"".";"""Liderar y coordinar el diseño y la implementación de la política social del Estado""";http://www.sas.gov.py/nomina;2;13527;2;-25.315020;-57.527193;
14053;14055;219400;http://www.seam.gov.py/;Secretaria del Ambiente;Secretaria del Ambiente (SEAM);http://www.seam.gov.py/;"La Secretaría del Ambiente (SEAM), es una entidad que tiene como función o propósitos la formulación de políticas, la coordinación, la supervisión, la ejecución de las acciones ambientales, los planes, programas y proyectos enmarcados en el Plan Nacional de Desarrollo, referentes a la preservación, la conservación, la recomposición y el manejo de los recursos naturales.";Madame Lynch Nr. 3500 c/ 1er. Presidente;comunicacion@seam.gov.py;"+59521 615 805, 595 21 615 812, 615 814";"";Asunción - Paraguay;"";Lic. Cristina Morales Palarea;"Ordenamiento ecológico y del ambiente en general, propendiendo a un mejoramiento permanente de las condiciones de vida de los distintos sectores de la sociedad paraguaya para garantizar condiciones de crecimiento económico, equidad social y sustentabilidad ecológica a largo plazo";"Lograr el reconocimiento del Paraguay entre los mejores países en calidad ambiental de la región, siendo una institución eficiente, participativa y de liderazgo en la gestión ambiental del país, con especial énfasis en los recursos naturales y la conservación de la biodiversidad, con el fin de contribuir al mejoramiento de la calidad de vida de sus ciudadanos.";Nómina de Funcionarios;1.7;13527;2;-25.264437;-57.547952;
14233;14235;221659;http://www.snna.gov.py;Secretaría Nacional de la Niñez y la Adolescencia;Secretaría Nacional de la Niñez y la Adolescencia (SNNA);http://www.snna.gov.py;"En 1990 Paraguay ratifica la ""Convención Internacional sobre los Derechos del Niño"", que contó con la ratificación del mayor número de países en toda la historia de las Naciones Unidas.
	Con ello, el Paraguay se compromete a adecuar su legislación en concordancia con los principios y normativas de ese convenio, que marcó un cambio substancial sobre las políticas vigentes hasta entonces en materia de niñez y adolescencia.
	Tras la ratificación paraguaya de la ""Convención Internacional sobre los Derechos del Niño"", se obtienen importantes logros, como ser:
	-  Se sanciona la Ley Nº 1136/97 que establece un nuevo régimen jurídico para las adopciones.
	-  Se sanciona la Ley Nº 1680/01 – Código de la Niñez y la Adolescencia, que adopta el principio del interés superior del niño.
	-  Se sanciona la Ley Nº 2169/03, que establece el alcance del término niño, niña y adolescente.";"Sede Central (Dirección General de Administración y Finanzas, Oficinas de Gabinete, Dirección General de Asesoría Jurídica, Mesa de Entrada).
	Dirección: Avda. Mariscal López 2.029 e/ Acá Carayá. Asunción.

	Sede 2: (Programa Abrazo, Programa PAINAC, Dirección de Atención a los Niños, Niñas y Adolescentes de Pueblos Originarios, Dirección de Planificación y Dirección de Comunicación y Prensa).

	Sede 3: (oficina de fono Ayuda, Dirección de Participación Protagónica)
	Dirección: Pitiantuta 210 c/ Mcal. López. Asunción.";comunicacion@snna.gov.py;"Sede Central: 595 21 207-160

	Sede2: 595 21 207-166

	Ciudad del Este: 595 61 572-604";"";Asunción - Paraguay;"";CARLOS ZARATE;"Un Paraguay, donde los niños, niñas, adolescentes, sus familias y comunidades, promueven y exigen el pleno goce de sus derechos, a través de políticas públicas y acciones nacionales como locales que hacen a una vida digna.";"Articular a las instituciones y organizaciones sociales, en torno a la niñez y la adolescencia, ubicando los intereses superiores del niño y la niña como centro de las políticas destinadas al sector, haciendo efectiva la vigencia plena de sus derechos.

	Trabajar en acciones relacionadas a la restitución de derechos, dirigidas a poblaciones vulnerables, con propuestas que favorecen la movilización comunitaria para el fortalecimiento del sistema nacional de protección y promoción integral de los derechos.";http://www.snna.gov.py/nomina/;1.6;13527;2;-25.291757;-57.598738;
14821;14823;286174;http://www.spl.gov.py;Secretaría de Políticas Lingüísticas (SPL);Secretaría de Políticas Lingüísticas (SPL);http://www.spl.gov.py;"Es un órgano dependiente de la Presidencia de la República, y la autoridad de aplicación de la Ley Nº 4251 de Lenguas, que fue promulgada en fecha 29 de diciembre de 2010, y que tiene por objeto establecer las modalidades de utilización de las lenguas oficiales de la República, establecer las medidas adecuadas para promover y garantizar el uso de las lenguas indígenas del Paraguay y asegurar el respeto a la comunicación visogestual o lengua de señas.";"Avenida España N° 114 casi Tacuary, Edificio Villa Lorences.";spl@spl.gov.py;(+59521) 491 928;"";Asunción - Paraguay;"";Ladislaa Alcaraz;"Una Secretaría de gestión eficaz, eficiente y participativa, cohesionada internamente y articulada con  los demás estamentos del Estado, las gobernaciones, los municipios, y con la sociedad toda, a fin de impulsar el uso oral y escrito de las lenguas oficiales, ejecutando políticas lingüísticas tendientes a salvaguardar el carácter pluricultural y plurilíngüe de la nación, el respeto de los derechos lingüísticos y la preservación de las lenguas y culturas indígenas.";"La Secretaría de Políticas Lingüísticas (SPL) es un órgano del Estado paraguayo que funciona bajo dependencia directa de la Presidencia de la República, responsable de la aplicación de la Ley de lenguas; asimismo de la investigación y planificación del uso de las lenguas, en especial de las oficiales, en todos los ámbitos. Además, vela por la preservación, la promoción, la valoración y el uso de las lenguas indígenas y no indígenas del país.";Sin Datos;1.9;13527;2;-25.284109;-57.626279;
14811;14813;470390;http://www.senatics.gov.py;Secretaría Nacional de Tecnologías de la Información y Comunicación (SENATICs);Secretaría Nacional de Tecnologías de la Información y Comunicación (SENATICs);http://www.senatics.gov.py;"La Secretaría Nacional de Tecnologías de la Información y Comunicación (SENATICs) es la institución nacional responsable de definir políticas y estrategias transversales en materia de TICs (Tecnologías de la Información y Comunicación), y promover el desarrollo productos en el área de TICs para su aplicación a los diferentes campos del sector, siempre apuntando a mejorar la calidad de vida de los habitantes del país y a fortalecer el desarrollo del Estado e industrias locales a través del uso apropiado de las TICs, siendo ésta su misión institucional.";Complejo Santos E2 - Gral. Santos 1170 c/ Concordia;comunicaciones@senatics.gov.py;(595 21) 201-014 / 201-813;"";Asunción - Paraguay;"";Ing. David Ocampos Negreiros;Ser una entidad referente en mejorar prácticas dado el alto grado de penetración de las Tecnologías de la Información y Comunicación TICS y la efectiva utilización de plataformas libres que atiendas la diversidad y las necesidades sociales y ambientales del Paraguay.;"Definir e implementar políticas y estrategias transversales, en forma participativa y articulada, para garantizar el acceso, apropiación y uso de las Tecnologías de la Información y Comunicación TICS, a fn de mejorar la calidad de vida de la población y contribuír al desarrollo sostenible del país.";NÓMINA DE FUNCIONARIOS;1.5;13527;2;-25.279797;-57.608659;
13689;13691;88725;http://www.mag.gov.py/;Ministerio de Agricultura y Ganadería;Ministerio de Agricultura y Ganadería;http://www.mag.gov.py/;El Ministerio de Agricultura y Ganadería es el organismo encargado de las funciones y competencias relacionadas al espacio conceptual y físico dentro del cual se desarrollan las actividades de naturaleza agraria y ganadera del Estado.;"Yegros e/ 25 de Mayo y Cerro Corá, Edificio San Rafael";prensa@mag.gov.py;+595 21 450 937;"";Asunción - Paraguay;"";Ing. Agr. Jorge Gattini;"Ser una institución líder, eficiente y transparente; con recursos humanos calificados; que brinda servicios de excelencia al sector agrario con énfasis en la familia rural.";Regir la política sectorial e impulsar el desarrollo agrario sustentable y sostenible contribuyendo al mejoramiento de las condiciones de vida de la población.;Nómina de Funcionarios;1.5;13527;1;-25.284062;-57.633569;
13712;13714;88791;http://www.mopc.gov.py/;Ministerio de Obras Públicas y Comunicaciones;Ministerio de Obras Públicas y Comunicaciones;http://www.mopc.gov.py/;"Organismo rector en el desarrollo y mantenimiento de la infraestructura nacional altamente profesional, transparente y comprometida con el resultado.

	El Ministerio de Obras Públicas y Comunicaciones es el organismo encargado de elaborar, proponer y ejecutar las políticas y disposiciones del Poder Ejecutivo referente a las Iniciativa para la Integración de la Infraestructura Regional Sudamericana, IIRSA, a cargo de la Unidad de Coordinación Institucional.";"Oliva y Alberdi Nº 411, C.P. Nº 1221";comunicaciones@mopc.gov.py;595 (021) 4149000;"";Asunción - Paraguay;"";"Organismo rector en el desarrollo y mantenimiento de la infraestructura nacional altamente profesional, transparente y comprometida con el resultado.";"En el marco de su MISIÓN el Ministerio de Obras Públicas y Comunicaciones ha establecido su VISIÓN para determinar sus Objetivos Institucionales a mediano y largo plazo. A través de la misma determina cómo quiere verse en relación con:

	* la satisfacción de sus clientes (partes interesadas) actuales y potenciales,
	* respecto a sus servicios actuales y futuros,
	* la satisfacción de sus funciones e impacto en la sociedad y
	* qué resultados institucionales claves pretende alcanzar en los próximos años";Promover el desarrollo económico y social del Paraguay a través de la provisión de servicios de infraestructura básica de calidad.;http://www.mopc.gov.py/nomina-de-funcionarios-i38;1.2;13527;1;-25.282781;-57.637014;
13634;13636;147518;http://www.mre.gov.py;Ministerio de Relaciones Exteriores;Ministerio de Relaciones Exteriores;http://www.mre.gov.py/v1/default.aspx;"Dirección política y la gestión estratégica de las relaciones internacionales del Estado, y su representación internacional, así como el control de la actividad interna y externa de la Cancillería y del Servicio Exterior";Palma y 14 de Mayo Palacio Benigno López;http://www.mre.gov.py/v1/Contacto.aspx;"(595-21) 493928

	(595-21) 493902 

	(595-21) 445536";"";Asunción - Paraguay;"";ELADIO LOIZAGA;"Ser un Ministerio eficiente, profesional y transparente con liderazgo interno para la gestión de la política exterior del país.";"Planificar, coordinar y ejecutar una política exterior orientada a la promoción y defensa de los intereses del Estado y sus nacionales, y del Derecho Internacional.";http://www.mre.gov.py/v1/Contenido/462-lista-de-funcionarios.aspx;1.5;13527;1;-25.281307;-57.636541;
13673;13675;147707;http://www.mec.gov.py;Ministerio de Educación y Cultura;Ministerio de Educación y Cultura;http://www.mec.gov.py;http://www.mec.gov.py/planificacion_educativa/Revistas/2010/py_edu_cifras2010_VersionFinal260912.pdf;15 de Agosto e/ General Díaz y E. V. Haedo;direcciongeneraldecomunicacion@mec.gov.py;"(021) 450014/15 – 451025 – 452895  

	Llamada Gratuita (595) 0800 11 4975";"";Asunción - Paraguay;"";Marta Lafuente;"* Democrático, descentralizado, participativo, abierto e intercultural, que desarrolla la educación como bien público y derecho humano fundamental de todas las personas a lo largo de su vida.

	* Fundado en una pedagogía que reconoce como un supuesto antropológico la libertad del ser humano y que busca  proporcionar a la persona y a la comunidad las condiciones para autodeterminarse, individual y colectivamente,  liberarse y cambiar aquello que la oprime y le impide alcanzar su realización en todo su potencial.

	* Sustentado en un paradigma educativo que propugna la relación armónica, transformadora y ética entre las  personas y su contexto social y ambiental, e independiente de cualquier tipo de factor de dominación.

	* Que concibe al ser humano como un sujeto libre, activo y trasformador de la realidad propia y de su entorno social,  no como un mero receptor o simple reflejo del orden económico, social e histórico establecido.

	* Que considera a los sujetos de la educación como seres histórico-sociales, con plena capacidad para conocer,  crear y trasformar la realidad. Estudiantes y docentes son valorados como sujetos cognoscentes, capaces de aprender,  activos, críticos, práctico-reflexivos, que aprenden en una actividad educativa esencialmente dialógica-relacional,  que construyen colectivamente el conocimiento con sus compañeros y la sociedad, integrando la dimensión afectiva  de la educación y la toma de decisiones consensuadas en todo el proceso de formación profesional.

	* Gestionado por profesionales formados y actores comprometidos, con transparencia en sus procesos y sus  resultados, regido por la legislación y dotado de suficientes recursos financieros y tecnológicos

	* Que contribuye a la cohesión social, a la igualdad de género, al respeto y valoración de las etnias, a la participación activa de la familia y la comunidad, a la generación de conocimientos, al desarrollo socialmente responsable del país en el contexto de una política intersectorial, y a la integración activa con las naciones de la región y del mundo.

	* Que brinde una educación de calidad para todos y todas,  favoreciendo los aprendizajes significativos que responden  a las necesidades de formación de las personas y que les  permiten insertarse en la vida social y productiva del país.

	* Que contribuye a la formación de ciudadanos y ciudadanas  responsables, defensores/as de los derechos humanos y del  sistema democrático; solidarios/as con los demás y partícipes  en la construcción de una sociedad justa y fraterna.

	* Que reconoce a las instituciones educativas que logran los mejores resultados y motiva, continuamente, a innovar y mejorar la calidad educativa.";"El Ministerio de Educación y Cultura, como responsable de la  administración pública del sistema educativo y para la ejecución  del Plan Nacional de Educación 2024, tiene la misión de:

	* Rendir cuentas públicas de los procesos y los resultados, y evaluar en forma permanente la calidad de la gestión del sistema.

	* Promover y generar instrumentos legales necesarios para la organización, actualización permanente y gestión eficiente del sistema.

	* Seleccionar y evaluar en base a méritos a los profesionales, educadores y servidores públicos del sistema; elaborar y desarrollar planes de formación continua de los mismos.

	* Gestionar las distintas instancias del sistema educativo con la participación activa de la comunidad educativa la sociedad civil, las universidades, los cooperantes y los  medios de comunicación social.

	* Incorporar la investigación, la reflexión sobre la práctica y las TIC para la gestión del sistema, y como recursos pedagógicos para el aprendizaje.

	* Dinamizar, con visión prospectiva y emprendedora, el sistema y su cultura institucional, basado en la ética y la competencia de sus servidores, generando experiencias e innovaciones conformes a las necesidades del país y a los desafíos de la humanidad.

	* Impulsar un nuevo contrato social en torno a la educación.

	La misión fundamental del Ministerio de Educación y Cultura es garantizar una educación de calidad a fin de contribuir al mejoramiento de las condiciones de vida de toda la población";http://www.mec.gov.py/cms/entradas/293743-difusion-de-datos-de-funcionarios-del-mec;2.3;13527;1;-25.282786;-57.639016;
13850;13852;162463;http://www.mic.gov.py;Ministerio de Industria y Comercio;Ministerio de Industria y Comercio;http://www.mic.gov.py;"- Adoptar, en coordinación con otros organismos oficiales, la política económica más conveniente a la Nación, relacionada con las fuentes de abastecimiento de bienes y servicios, con el volumen y calidad de la demanda actual de los mismos, y en previsión de la futura, con la comercialización de dichos bienes y servicios.

	- Formular planes y programas de desarrollo industrial y comercial incorporando nuevas tecnologías, preservando el medio ambiente.

	- Promover, proteger y fomentar la actividad industrial propiciando el desarrollo de nuevos productos dirigidos a satisfacer la demanda interna y a los mercados externos.

	- Fomentar el mejor aprovechamiento del capital, los recursos humanos y naturales del País a través de la industrialización y la creación de nuevas empresas industriales, comerciales, de servicios, canalizando la asistencia gubernamental.";"Av. Mcal. López 3333 c/ Dr. Weiss, Villa Morra";info@mic.gov.py;+595 -21 616-3000;"";Asunción - Paraguay;"";GUSTAVO LEITE;SIN DATO;"Liderar el proceso de desarrollo sostenible; establecer políticas claras, orientadas al fortalecimiento del sector industrial, comercial y de servicios buscando la equidad social. Propiciar la reconversión económica del país, a fin de armonizar los intereses de los diferentes sectores productivos, facilitando la distribución, circulación y consumo de los bienes de origen nacional y promover el comercio interno y externo, en un marco de libre competencia, fomentando las prácticas legales de comercio y velando por la defensa de los derechos del consumidor y la propiedad intelectual.";Nómina de Funcionarios;1.7;13527;1;-25.292518;-57.582838;
13871;13873;163192;http://www.mujer.gov.py;Ministerio de la Mujer;Ministerio de la Mujer;http://www.mujer.gov.py;"El Ministerio de la Mujer es un organismo público creado por  ley 4.675/2012 que eleva al rango de Ministerio a la Secretaría de la Mujer.

	Es la instancia gubernamental, rectora normativa y estratégica de las políticas de género. Con autonomía técnica y de gestión, impulsa planes de acción para promover la igualdad de oportunidades y la equidad entre mujeres y hombres. Actualmente coordina la implementación del  III Plan Nacional de Igualdad entre Mujeres y Hombres 2008-2017.";"Presidente Franco esq. Ayolas

	Edificio Ayfra, Piso 13, bloque B y Planta Baja";secretariaprivada@mujer.gov.py;"(595 21) 450 036/8

	Atención a víctimas de violencia: (595 21) 45 20 60/2

	Atención a víctimas de trata de personas: (595 21) 49 78 15

	Dirección de Comunicación y Cultura Democrática: (595 21) 49 11 76";"";Asunción - Paraguay;"";Ana María Baiardi Quesnel;"El Ministerio de la Mujer promueve la transversalización de la perspectiva de género en las políticas públicas para el logro de la igualdad real entre mujeres y hombres, orientada al desarrollo humano y a la consolidación de la democracia.";"El Ministerio de la Mujer elabora, articula y ejecuta las políticas públicas con enfoque de género para lograr la igualdad de derechos entre mujeres y hombres.";Nómina de funcionarios;1.5;13527;1;-25.278775;-57.638946;
13535;13537;188759;http://www.mdi.gov.py/;Ministerio de Interior;Ministerio de Interior;http://www.mdi.gov.py/;"Estudiar, proponer y una vez aprobadas, poner en ejecución las políticas públicas relativas a Seguridad Interna, Asuntos Políticos, Población, Migración y Repatriación de Connacionales, en coordinación con los organismos competentes.";Chile y Manduvira;egonzalez@mdi.gov.py;"CENTRAL TELEFÓNICA

	595 21 415 - 2221

	595 21 415 - 2240";"";Asunción - Paraguay;"";Francisco José De Vargas Benítez;"Ser una Institución confiable, respetada y reconocida a nivel nacional e internacional como garante de la gobernabilidad democrática y la seguridad ciudadana";"Brindar seguridad ciudadana y promover la gobernabilidad democrática, contribuyendo al desarrollo del país y al bienestar de su población.";"Plantel Ejecutivo
	
		Resumen Directivos
	
		Funcionarios Permanentes
	
		Contratados Jornaleros
	
		Contratados - Profesionales
	
		Comisionados  al MDI
	
		Comisionados del MDI";1.7;13527;1;-25.287907;-57.639299;
13744;13746;193394;http://www.mspbs.gov.py;Ministerio de Salud Pública y Bienestar Social;Ministerio de Salud Pública y Bienestar Social;http://www.mspbs.gov.py;"En 1936, bajo el gobierno del coronel Rafael Franco, se creó el Ministerio de Salud Pública, mediante la promulgación del Decreto Ley Nº 2.000/36 del 15 de junio de 1936; mientras que por Decreto Ley N° 2.001/36 quedaron establecidas la organización y las funciones de la nueva Secretaría de Estado. Con anterioridad a 1936, todos los servicios de salud eran proveídos y administrados por el Ministerio del Interior, pero las secuelas sanitarias que produjo la Guerra del Chaco (1932-1935) en la población paraguaya hicieron que el Gobierno creyera conveniente la creación de un Ministerio de Salud Pública.
	
	En ese entonces, uno de los objetivos principales de la cartera de Estado era brindar asistencia médica a los heridos y mutilados de la contienda chaqueña, y controlar efectivamente el tratamiento y la transmisión de enfermedades como el paludismo, la disentería y la tifoidea, que migraron hacia la Región Occidental una vez concluida la Guerra del Chaco, con el retorno de los combatientes a sus hogares.
	
	No fue hasta 1998, que ese Decreto Ley Nº 2.001/36 fue derogado con la promulgación del Decreto Nº 21.376/98, por el cual se estableció la nueva organización funcional del Ministerio de Salud Pública y Bienestar Social. Este documento oficial fue firmado por el entonces Presidente de la República, Juan Carlos Wasmosy y propiciado por el Ministro Andrés Vidovich Morales, en consonancia, según reza en su artículo primero, con los preceptos pertinentes de la Constitución Nacional y el desarrollo del Sistema Nacional de Salud. 
	En esta normativa, ahora vigente, se puso especial énfasis en la función rectora de la salud humana y ambiental, y de bienestar social, que debía cumplir el Ministerio de Salud Pública, que a partir de ese momento inició una etapa de reformas y modernizaciones, principalmente legislativas.";Pettirossi Esq. Brasil;sau@mspbs.gov.py  (SAU: Servicio de Atención al Usuario);(595) 21 - 204-601/3;"";Asunción - Paraguay;"";Dr. Antonio Barrios;"Un Ministerio de Salud Pública y Bienestar Social eficiente, que ejerce su Misión en el Sistema Nacional de Salud, garantizando la asistencia sanitaria integral y equitativa, interviniendo intersectorialmente para incidir favorablemente sobre los factores determinantes de la salud, promoviendo la activa participación ciudadana.";"El Ministerio de Salud Pública y Bienestar Social es la entidad rectora y prestadora de servicios de salud, que promueve y ejecuta acciones que garanticen con equidad la calidad de vida, el bienestar físico, mental y social de las personas, como derecho fundamental y universal establecidos en la Constitución Nacional.";http://www.mspbs.gov.py/transparencia/funcionarios-de-salud/;1.6;13527;1;-25.292089;-57.626470;
13653;13655;214509;http://www.hacienda.gov.py;Ministerio de Hacienda;Ministerio de Hacienda;http://www.hacienda.gov.py;"Los orígenes del Ministerio de Hacienda de la República del Paraguay se remontan a instituciones de época de la conquista y colonización española, cuando el manejo de la cosa pública estaba a cargo de los oficiales del Tesoro Real.
	
	Durante muchos años de la época colonial española, la recaudación de los tributos era atribución de los gobernadores y corregidores. Posteriormente estas funciones pasaron al Tribunal de la Contaduría Mayor de Cuentas de Buenos Aires, al contador de Retasas, a los ministros de la Real Hacienda, contadores y tesoreros, a los intendentes y a los alcaldes ordinarios y subdelegados.
	
	El Ministerio de Hacienda es la primera y la más antigua de las secretarias de Estado de la Republica del Paraguay, cuyo precedente es la Oficina de la Real Hacienda, importante repartición del gobierno colonial español en el Paraguay.";Chile 252 | 1220;info@hacienda.gov.py;+595-21 440-010 al 17 | Fax: +595-21 448-283;"";Asunción - Paraguay;"";Germán Hugo Rojas Irigoyen;Lograr el Bienestar del Pueblo liderando un modelo de administración eficiente y transparente de los Recursos Públicos con Responsabilidad Fiscal y Social. Res. N ° 154/08.;"Promover una gestión macroeconómica responsables, impulsando el funcionamiento del régimen tributario de manera equitativa y administrando los recursos y las finanzas públicas con eficiencia y transparencia, con el fin de contribuir al desarrollo del país por la vía del crecimiento económico con equidad, ambientalmente sustentable y con inclusión social. Res. Nº 36/12.";Nómina de Funcionarios;2;13527;1;-25.281550;-57.635087;
