ticket_id,pregunta,respuesta,fecha,categoria
538,Muy buenas noches quisiera consultar como podría alistarme en la institución e informarme sobre los requisitos requeridos para formar parte de esta gran institución quisiera comunicarme con alguien para poder obtener mas información clara y precisa de lo necesario para ser parte de la SENAD  espero su repuesta con ansias desde ya gracias ,"Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener los siguientes datos:

Puede visitar la pagina web de la Secretaría de la Función Pública (SFP), en la sección de Concursos donde podrá conocer las vacancias y cargos disponibles en todas las instituciones públicas del país, aquí le facilitamos un enlace directo:

https://www.paraguayconcursa.gov.py/sicca/Portal.seam?logic=and&amp;cid=40663

o llamar al teléfono 021 451 925 / 492 109, en el área de Concursos de dicha secretaría.

También puede ingresar a la sección de concursos de la SENAD: http://www.senad.gov.py/pagina/6-concursos.html


A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t

En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente,

                                                       Atención al ciudadano – Portal Único de Gobierno
",2015-01-07 22:37:02,TRABAJO Y EMPLEO
540,"ministerio de justicia....queria saber lo que me cuesta legalizar mi certificado de estudios secundarios de paraguay,yo vivo en españa,,y lo necesito homologado por que quiero seguir estudiando.","Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener los siguientes datos:


Usted puede comunicarse al siguiente correo electrónico quejasydenunciasmec@gmail.com  del Ministerio de Educación y Cultura o comunicarse al teléfono (línea gratuita) (desde el exterior del país +595) 0800 114 975.


A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t

En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente,

                                           Atención al ciudadano – Portal Único de Gobierno


",2015-01-09 09:13:58,EDUCACIÓN
542,"ESTOY EMBARAZADA Y RENUNCIE Y NO ME ENCUENTRO ENCONDICIONES DE ASISTIR AL PREAVISO QUE POSIBILIDADES EXISTEN DE QUE NO LAS HAGA?
Gracias...","Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener la siguiente información:


Para consultas en relación a derechos laborales puede comunicarse a la Dirección General de Trabajo al teléfono (021) 23 11 18 o de manera gratuita al teléfono 0800 11 71 00. El sitio web del Ministerio de Trabajo, Empleo y Seguridad Social es www.mtees.gov.py.

A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t

En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente,
Atención al ciudadano – Portal Único de Gobierno

A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t
En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente,
                                                         Atención al ciudadano – Portal Único de Gobierno
",2015-01-10 11:01:46,TRABAJO Y EMPLEO
549,pago de indenización y pre-aviso a un personal cuanto es por año,"Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener la siguiente información:

Para consultas en relación a derechos laborales puede comunicarse a la Dirección General de Trabajo al teléfono (021) 23 11 18 o de manera gratuita al teléfono 0800 11 71 00. El sitio web del Ministerio de Trabajo, Empleo y Seguridad Social es www.mtees.gov.py.

A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t

En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente,
                                                   Atención al ciudadano – Portal Único de Gobierno
",2015-01-12 11:32:47,TRABAJO Y EMPLEO
550,"Banco Nacional de Fomento: me gustaria saber si se deposita 100 millones a plazo fijo, especificamente por un año, cuanto es, la ganacia que dejaria en ese periodo de tiempo..","Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros.

Puede encontrar más información en el siguiente link: http://www.bnf.gov.py/caja_ahorro_gs.php
También puede comunicarse al call center del BNF (021)-416-0100 

A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t

En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente,
                                                        
                                                 Atención al ciudadano – Portal Único de Gobierno
",2015-01-12 12:33:40,"FINANZAS, ECONOMIAS Y NEGOCIOS"
551,"hace mas de 4 años estoy trabajando en un lugar, no firmamos contrato, mi sueldo es 1 millon, trabajo de 7 a 17:00, si quiero renunciar, tengo derecho a exigir algun pago fuera de mi salario acorde al mes, y cuanto tiempo de anticipacion debe tener la carta? ","Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener la siguiente información:

Para consultas en relación a derechos laborales puede comunicarse a la Dirección General de Trabajo al teléfono (021) 23 11 18 o de manera gratuita al teléfono 0800 11 71 00. El sitio web del Ministerio de Trabajo, Empleo y Seguridad Social es www.mtees.gov.py.

A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t

En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente,
Atención al ciudadano – Portal Único de Gobierno
",2015-01-12 13:37:53,TRABAJO Y EMPLEO
554,PORQUE EN CIUDAD DEL ESTE  NO SE LLEVAN LAS FACTURAS DE LA LINEA TELEFONICA TE DAN UN NUMERO Y NADIE ATIENDE ESTOS SON LOS NUMERO  0973-237645 Y 0973-802408,"Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros.

¿Podría dar más detalles sobre consulta?. ¿A qué institución va dirigida?

A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t

En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente,
                                                        
                                                 Atención al ciudadano – Portal Único de Gobierno
",2015-01-12 14:25:54,TELECOMUNICACIÓN
555,"Buenas noches. .. 
mi papá tiene 75 años el se desempeñó como fotógrafo ambulante mucho tiempo 50 años y mo cuenta con una jubilación. 
Ahora ya no puede trabajar y necesita ayuda.
Cómo hago para gestionar la pensión graciable...
favor aguardo respuestas en breve
","Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener la siguiente información:

Usted puede comunicarse al Centro de Atención y Reclamos – CAR a los teléfonos 021 493 723 / 021 449 942 de 07:00 a 13:00 horas. Dirección General de Jubilaciones y Pensiones del Ministerio de Hacienda.  
Asimismo puede dirigirse vía correo electrónico a jubilaciones@hacienda.gov.py. 

A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t
En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente, 
                                                         Atención al ciudadano – Portal Único de Gobierno
",2015-01-12 21:39:35,VIVIENDA Y FAMILIA
560,quisiera saber sin hay capacitacion para psicologos laborales o pasantia ya que debo tener 350 horas  ,"Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener la siguiente información:

Puede comunicarse a la Oficina Nacional de Empleo, dependiente de la Dirección General de Empleo del Ministerio del Trabajo, Empleo y Seguridad Social. El local se encuentra ubicado en Eusebio Ayala 384 casi 22 de Setiembre, el teléfono es (021) 23 11 18.

A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t
En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente,
                                                        Atención al ciudadano – Portal Único de Gobierno
",2015-01-13 08:35:24,TRABAJO Y EMPLEO
562,"Necesito saber el estado de mi trámite que se encuentra en el Registro de Beneficiarios Expediente Nº  4188/05.

Agradeceré la pronta respuesta.","Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener los siguientes datos:

Podría especificar su consulta? A que institución pertenece el trámite?



A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t


En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente

Atención - Portal Paraguay
",2015-01-13 10:21:56,general
570,"Ministerio de Justicia y Trabajo
Me llamo Mirian Raquel Fretes Florentin soy de San Ignacio Guazú Misiones tengo una serie de mas de treinta escritos que son de mi propia autoria que no se bien en que genero definirlos pero me gustaria registrarlos un amigo me dijo que ese tramitese hace en el Ministerio de Justicia y Trabajo quisiera que me digan que pasos seguir para registrarlos y si tienen un costo de cuanto es. ","Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener la siguiente información:

Usted puede comunicarse al teléfono 0210800117100 de forma gratuita al Viceministerio de Trabajo.

A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t
En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente,
                                                         Atención al ciudadano – Portal Único de Gobierno
",2015-01-13 20:35:33,TRABAJO Y EMPLEO
573,"Hola.. Buen dia.. si no es mucha molestia me podrian decir cual es el costo para legalizar el certificado de nacimiento paraguayo para España.. Desde ya muchas gracias.
Saludos...","Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener los siguientes datos:

El detalle general de su consulta puede ingresar en el siguiente link http://www.tramitesparaguay.gov.py/certificados-de-nacimiento-matrimonio-y-defuncion/ 


A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t


En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente

Atención - Portal Paraguay
",2015-01-14 10:51:30,IDENTIDAD E IDENTIFICACION
574,"Al Ministerio de Justicia y Trabajo
que vencimiento tiene la presentacion de la planilla anual de MJT
y por que medio se presenta??","Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener la siguiente información:

Usted puede comunicarse al teléfono 0210800117100 de forma gratuita al Viceministerio de Trabajo.

A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t
En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente,
                                                         Atención al ciudadano – Portal Único de Gobierno
",2015-01-14 14:04:12,TRABAJO Y EMPLEO
575,QUISIERA SABER ACERCA DE ALGUNA AGENCIA QUE PUEDA OFRECER PAQUETES DE TURISMO PARA LA FIESTA DE LA TRADICIÓN MISIONERA. GRACIAS ,"Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener la siguiente información:

Puede conseguir información sobre el país en el siguiente documento: http://goo.gl/slS1dV

También puede visitar el sitio web de la Secretaría Nacional de Turismo para información completa sobre hoteles y gastos diarios de estadía: http://www.senatur.gov.py/


A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t
En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente,
                                                        Atención al ciudadano – Portal Único de Gobierno

Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener la siguiente información:

Puede conseguir información sobre el país en el siguiente documento: http://goo.gl/slS1dV

También puede visitar el sitio web de la Secretaría Nacional de Turismo para información completa sobre hoteles y gastos diarios de estadía: http://www.senatur.gov.py/


A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t
En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente,
                                                        Atención al ciudadano – Portal Único de Gobierno

",2015-01-16 00:20:20,TURISMO
576,"Buenos dias, podrian direccionarme para el concurso para el departamento de protocolo?
Muchas gracias","Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener la siguiente información:

Usted puede ingresar al siguiente link https://www.paraguayconcursa.gov.py/sicca/Portal.seam?logic=and&amp;cid=201609

A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t
En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente,
                                                        Atención al ciudadano – Portal Único de Gobierno
",2015-01-16 07:56:05,TRABAJO Y EMPLEO
577,"INDER, Hola me gustaría saber en cuanto tiempo mas se finiquitara mi titulo, el numero de la misma es 210331, GRACIAS
","Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener los siguientes datos:

Usted puede ingresar al siguiente link http:http://190.128.194.30/segdoc/secciones/segui_docum/consulta_web/ para consultar su estado de expediente o comunicarse al teléfono 021 443 161 del Instituto Nacional de Desarrollo Rural y de la Tierra


A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t


En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente

Atención - Portal Paraguay
",2015-01-16 09:32:14,EDUCACIÓN
578,"el vinvulo www.policia.gov.py esta mal debe decir ""policianacional""
dentro ese portal por cierto un wordpress algo insipido
identificaciones, pasaportes, antecedentes e interpol que son muy utilizados no posee ninguna informacion
al menos recomienden que coloquen ""consultas frecuentes"" (de tramites o procedimientos, porque mucha gente tanto nacional como extranjera no sabe donde ir o que pasos dar para tramitar sus documentos, o saber como reaccionar y donde ir para declara robos)
","Ticket marcado por el sistema como vencido.
Derivado a Policía Nacional 
",2015-01-16 11:28:11,general
578,"el vinvulo www.policia.gov.py esta mal debe decir ""policianacional""
dentro ese portal por cierto un wordpress algo insipido
identificaciones, pasaportes, antecedentes e interpol que son muy utilizados no posee ninguna informacion
al menos recomienden que coloquen ""consultas frecuentes"" (de tramites o procedimientos, porque mucha gente tanto nacional como extranjera no sabe donde ir o que pasos dar para tramitar sus documentos, o saber como reaccionar y donde ir para declara robos)
","Ticket marcado por el sistema como vencido.
Derivado a Policía Nacional 
",2015-01-16 11:28:11,general
578,"el vinvulo www.policia.gov.py esta mal debe decir ""policianacional""
dentro ese portal por cierto un wordpress algo insipido
identificaciones, pasaportes, antecedentes e interpol que son muy utilizados no posee ninguna informacion
al menos recomienden que coloquen ""consultas frecuentes"" (de tramites o procedimientos, porque mucha gente tanto nacional como extranjera no sabe donde ir o que pasos dar para tramitar sus documentos, o saber como reaccionar y donde ir para declara robos)
","Ticket marcado por el sistema como vencido.
Derivado a Policía Nacional 
",2015-01-16 11:28:11,general
578,"el vinvulo www.policia.gov.py esta mal debe decir ""policianacional""
dentro ese portal por cierto un wordpress algo insipido
identificaciones, pasaportes, antecedentes e interpol que son muy utilizados no posee ninguna informacion
al menos recomienden que coloquen ""consultas frecuentes"" (de tramites o procedimientos, porque mucha gente tanto nacional como extranjera no sabe donde ir o que pasos dar para tramitar sus documentos, o saber como reaccionar y donde ir para declara robos)
","Ticket marcado por el sistema como vencido.
Derivado a Policía Nacional 
",2015-01-16 11:28:11,general
579,"MINISTERIO DE RELACIONES EXTERIORES  DEPARTAMENTO CONSULAR
MINISTERIO DE RELACIONES EXTERIORES  DEPARTAMENTOCONSULARES

NESECITOS DATOS CONCRETOS SOBRE LA FUNCION DE IN CONSUL HONORARIO Y  SI UNA SECCRETARIA  NO FUNCIONARIA DEL MINISTERIO DEL  EXTERIOR DEL PARAGUAY PUEDE ENTREGAR Y TENER EN SU MANOS  PASAPORTES Y DCUMENTACION DE CIUDANOS PARAGUAYOS
","Ticket marcado por el sistema como vencido.
Institución a la que va dirigida su consulta
Institución a la que va dirigida su consulta
Institución a la que va dirigida su consulta
MINISTERIO DE RELACIONES EXTERIORES DEPARTAMENTO CONSULAR
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener los siguientes datos:

Usted puede ingresar al siguiente link http://www.mre.gov.py/v1/Contacto.aspx o comunicarse telefónicamente a los números  (595-21) 493928, (595-21) 493902, (595-21) 445536 


A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t


En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente

Atención - Portal Paraguay
",2015-01-18 23:43:26,MARCO LEGAL
581,"Quiero consultar porqué la oficina de Conatel Encarnación se está utilizando como Hotel para gente que viene a vacacionar, familias completas paseandose en traje de baño y realizando farras en la institución, hay que respetar las instituciones del Estado.","Ticket marcado por el sistema como vencido.
Queja sin posibilidad de respuesta
",2015-01-19 16:39:03,RECLAMO
582,este ano cumplo 5 anos de antiguedad y quisiera saber cuantos dias corresponden gracias,"Ministerio de justicia y trabajo
Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener la siguiente información:

Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener la siguiente información:

Para consultas en relación a derechos laborales puede comunicarse a la Dirección General de Trabajo al teléfono (021) 23 11 18 o de manera gratuita al teléfono 0800 11 71 00. El sitio web del Ministerio de Trabajo, Empleo y Seguridad Social es www.mtees.gov.py.

A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t

En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente,
Atención al ciudadano – Portal Único de Gobierno

A fin de ayudarnos a mejorar nuestros servicios, lo invitamos a completar la siguiente encuesta:
http://goo.gl/LuxS3t
En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente,
                                                         Atención al ciudadano – Portal Único de Gobierno
",2015-01-20 16:51:43,TRABAJO Y EMPLEO
