articleId,resourcePrimKey,idInstitucion,urlTitle,id_,name,url,description,provider,serviceType,produces,alternateName,address,email,telephone,availableChannel,serviceArea,serviceAudience,serviceOperator,requiresDocumentation,price,paymentMethod,diasdeatencion,tiempoestimado,version,structureId
15955,15957,13655,sistema-nacional-de-inversion-publica-srv-,170259,Sistema Nacional de Inversión Pública,http://snip.hacienda.gov.py/Snip_Web/portalSNIP.jsf,"Es la herramienta informática de la Dirección de Sistema de Inversión Pública, que recoge toda la información relacionada a los proyectos de tipo de presupuesto 3 desde su etapa de Preinversión hasta la evaluación ex-post. Contiene datos sobre todos los proyectos, en estudio y ejecución del sector público.",Subsecretaría de Estado de Economía - Ministerio de Hacienda,"Monitoreo, ejecución presupuestaria de los proyectos de inversión pública",Código SNIP por Proyecto de Inversión Pública,,"Presidente Franco 173 c/ Nuestra Señora de la Asunción, Edificio Ybaga - Piso 7.",snip@hacienda.gov.py,(+59521) 440 897 - 447 049 Fax: 441 474,,Asunción - Paraguay,Organizaciones y Entidades del Estado.,http://snip.hacienda.gov.py/Snip_Web/portalSNIP.jsf  (Normas y Metodologias),,,,,,1.9,11057
16062,16064,13655,consulta-de-expedientes-sime-srv-,170252,Consulta de Expedientes SIME,http://www.hacienda.gov.py/web-hacienda/index.php?c=78,"Consulta de los movimientos de los Expedientes presentados al Ministerio de Hacienda.
A través de esta página usted podrá visualizar el recorrido que se encuentra realizando su expediente. De este modo tratamos de agilizar el proceso y control de gestiones.",Ministerio de Hacienda,"Consulta de Expedientes de Jubilaciones,  Pensiones, Adultos Mayores, Pedido de ampliación presupuestaria, Pedido de Audiencias, Estado de Solicitudes presentadas.","Consulta on-line a través del Portal del Ministerio de Hacienda, con información sobre el flujo del movimiento del Expediente, su situación y ubicación actual.",,Sede Central: Chile 252,SIN DATO,+595-21 440-010 al 17,,Disponible en la web,"Instituciones públicas, empresas y ciudadanos",Contactar al tel.: +595-21 440-010 al 17 en la Dirección General de Informática y Comunicaciones – Subsecretaría de Estado de Administración Financiera,,,,,,2,11057
16145,16147,13537,cedula-de-identidad-primera-vez-para-menores-de-edad-srv-,769262,Cédula de identidad solicitada por primera vez para menores de edad,www.policia.gov.py,Solicitud por primera vez de cédula de identidad para menores de edad.,"Ministerio del Interior,  Departamento de Identificaciones - Ministerio del Interior",Solicitud de cédula de identidad,Cédula de identidad,-,Avda. Dr. Guido Boggiani y R12 Ytororó - Asunción,-,595921 605 618 / 9  Fax 595921 662 580,,"Global, Central",Ciudadanía,http://www.tramitesparaguay.gov.py/cedula-de-identidad-por-primera-vez-menores-de-edad/I,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				Certificado de nacimiento original del interesado
			
				X
			
				 
			
				 
		
		
			
				Acta de Inscripción de Nacimiento, autenticada por el oficial del Registro Civil
			
				 
			
				 
			
				X
		
		
			
				En caso que la inscripción sea dispuesta por sentencia judicial, a más de los requisitos antes señalados, se deberá acompañar: actuario judicial de la sentencia respectiva
			
				 
			
				 
			
				X
		
		
			
				Certificado de vida y de residencia.
			
				X",Gs.12.900,-,Lunes a viernes - 07:00 a 19:00 Hs. Sábados - 07:00 a 12:00 Hs.,15 días aproximadamente,3,11057
16162,16164,13537,certificado-de-antecedentes-policiales-srv-,769272,Certificado de Antecedentes Policiales,www.policia.gov.py,Emisión del certificado de antecedentes policiales.,"Policía Nacional del Paraguay
Área: Departamento de Identificaciones",Emisión del certificado de antecedentes policiales,Certificado de antecedentes policiales,-,Avda. Dr. Guido Boggiani y R12 Ytororó - Asunción,Sin Dato,+595 21 605 618 / 9  Fax: 595 21 662 580,,Global,Ciudadanía,http://www.tramitesparaguay.gov.py/certificado-de-antecedentes-policiales/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				- Cédula de identidad vigente 
			
				 
			
				X",Gs. 12.900,-,Lunes a viernes - 07:00 a 19:00 Hs. Sábados - 07:00 a 12:00 Hs,2 días,2.2,11057
16179,16181,13537,pasaporte-a-mayores-de-edad-primera-vez-srv-,769284,Pasaporte a mayores de edad; primera vez,www.policianacional.gov.py,Solicitud por primera vez de pasaporte policial para mayores de edad.,"Policía Nacional del Paraguay
Área: Departamento de Identificaciones",Pasaporte,Pasaporte Policial,-,Avda. Dr. Guido Boggiani y R12 Ytororó - Asunción,Sin Dato,+ 595 21 605 618 / 9    Fax: 595921 662 580,,Global,Ciudadania,http://www.tramitesparaguay.gov.py/pasaporte-policial-a-mayores-de-edad-por-primera-vez/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				Cédula de identidad vigente del interesado
			
				X
			
				 
			
				 
		
		
			
				Pasaporte vencido o en caso de extravío, robo o hurto: denuncia policial
			
				X
			
				 
			
				 
		
		
			
				Certificado de cumplimiento tributario
			
				X",Gs. 126.500 por el documento,-,Lunes a viernes - 07:00 a 19:00 Hs. Sábados - 07:00 a 12:00 Hs,8 días,2.2,11057
16196,16198,13537,solicitud-de-prorroga-de-radicacion-temporaria-srv-,769289,Prórroga de radicación temporaria,www.migraciones.gov.py,Solicitud de prórroga de radicación temporaria.,Dirección General del Migraciones,Solicitud de prórroga de radicación temporaria,Sin Datos,-,Eligio Ayala Nº201 y Caballero - Asunción,sgral@migraciones.gov.py,+595 21 446 066 / 21 492 908,,Central,Solicitante o representante legal,http://www.tramitesparaguay.gov.py/prorroga-de-radicacion-temporaria/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				Documento que acredite fehacientemente su identidad
			
				X
			
				 
			
				 
		
		
			
				Pasaporte de su país de origen
			
				X
			
				 
			
				 
		
		
			
				Certificado de nacimiento y de estado civil (matrimonio o sentencia de divorcio) o prueba supletoria, producida de acuerdo a la legislación nacional
			
				X
			
				 
			
				 
		
		
			
				Certificado de antecedentes Policiales y/o Judiciales (desde los 14 Años), del país de origen o de residencia de los últimos 5 (cinco) años
			
				 
			
				 
			
				 
		
		
			
				Certificado médico expedido por autoridades sanitarias indicadas por el Ministerio de Salud Publica y Bienestar Social, en el que se establezca su condición psicofísica
			
				X
			
				 
			
				 
		
		
			
				Certificado de antecedentes de extranjero, del Departamento de Informática de la Policía Nacional (desde los 14 años)
			
				X",Normal: Gs.497.466  /  Costo Adicional  Multa = 181.334 (+ costo normal),-,Lunes a viernes de 07:00 a 13:00 hs.,90 días,2.9,11057
16601,16603,13636,legalizacion-de-fotocopia-de-cedula-de-identidad-civil-srv-,570428,Legalización de Fotocopia de Cedula de Identidad Civil,http://ww.mre.gov.py/v1/Contenidos/71-legalizaciones.aspx,Consiste en certificar la firma del funcionario autorizado del Ministerio del Interior -  Ventanilla Única de Pasaportes,"Dirección de Legalizaciones
Área: Ventanilla Única de Pasaportes",Legalización de documentos,Copia legalizada de cédula de identidad,-,Avenida Dr. Guido Boggiani y RI Ytororó / Asunción,legalizaciones@mre.gov.py,595 (21) 605 152,,Central,Ciudadanía,http://www.tramitesparaguay.gov.py/legalizacion-de-fotocopia-de-cedula-de-identidad/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				Cédula de identidad vigente del solicitante visada por el Ministerio del Interior
			
				 
			
				 
			
				      X
		
		
			
				Cédula de identidad vigente del solicitante
			
				   X",1 jornal mínimo vigente,-,Lunes a viernes - 07:00 a 19:00 Hs.,2 horas,2.6,11057
17658,17660,13636,legalizacion-de-libreta-de-pasaporte-policial-srv-,584205,Legalización de Libreta de Pasaporte Policial,www.mre.gov.py,Consiste en certificar firma del funcionario autorizado del Ministerio del Interior.,Dirección de Legalizaciones Ventanilla Única de Pasaportes,Legalización de documentos,Libreta de Pasaporte  legalizado,-,Avenida Dr. Guido Boggiani y RI Ytororó / Asunción,legalizaciones@mre.gov.py,595 (21) 605 152,,Capital,Ciudadanía,http://www.tramitesparaguay.gov.py/legalizacion-de-libreta-de-pasaporte-policial/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				- Libreta de pasaporte
			
				    X
			
				 
			
				 
		
		
			
				- Cédula de identidad vigente del solicitante
			
				    X",1 jornal mínimo vigente,-,Lunes a viernes - 07:00 a 19:00 Hs.,15 minutos,2,11057
17673,17675,13636,informaciones-y-atencion-de-reclamos-relativos-a-las-actuaciones-de-las-representaciones-diplomaticas-seccion-consular-y-consulados-de-la-republica-de,584209,"Informaciones y atención de reclamos relativos a las actuaciones de las representaciones diplomáticas-Sección Consular, y consulados de la República del Paraguay",www.mre.gov.py,"Solicitud de informaciones relacionadas con trámites, servicios, entre otros datos, así como presentación de reclamos inherentes al desempeño y a las actuaciones de las representaciones diplomáticas y consulares del Paraguay.",Dirección de Política Consular,Consultas y Reclamos,Evaluación de satisfacción ciudadana,-,Palma y 14 de Mayo - Palacio Benigno López / Asunción,dgac@mre.gov.py,595 (21) 494 011 Fax: 595 (21) 444 096,,Capital,Ciudadano/a,http://www.tramitesparaguay.gov.py/informaciones-y-atencion-de-reclamos-relativos-a-las-actuaciones-de-las-representaciones-diplomaticas-seccion-consular-y-consulados-de-la-republica-del-paraguay/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				- Nota de solicitud o Formulario de solicitud de reclamos cuyo formulario obra en la dirección de Política Consular
			
				   X
			
				 
			
				 
		
		
			
				- Cédula de Identidad vigente del recurrente.
			
				   X",Sin costo,-,Lunes a viernes - 07:30 a 13:00 Hs.,5 minutos,1.8,11057
17688,17690,13636,copias-de-tratados-internacionales-y-datos-relativos-al-estado-de-ratificacion-y-vigencia-de-los-mismos-srv-,584220,Copias de Tratados Internacionales y datos relativos al estado de ratificación  y vigencia de los mismos,www.mre.gov.py,Solicitud de acceso a la documentación y/o información relativa a los instrumentos internacionales suscritos por la República del Paraguay,Dirección de Tratados,Información sobre formalización y vigencia de tratados internacionales,"Información, orientación de los tratados subscriptos por el Paraguay a nivel nacional e internacional.",-,Ayolas y Benjamín Constant - Edificio Mercurio / Asunción,tratados@mre.gov.py,595 (21) 447 589,,Capital,Ciudadanía,http://www.tramitesparaguay.gov.py/copias-de-tratados-internacionales-y-datos-relativos-al-estado-de-ratificacion-y-vigencia-de-los-mismos/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				- Manifestación oral o escrita del interesado
			
				   X
			
				 
			
				 
		
		
			
				- Solicitud vía correo electrónico.
			
				   X",Sin costo,-,Lunes a viernes - 07:00 a 15:00 Hs.,1 día,2.1,11057
17703,17705,13636,recepcion-de-correspondencia-dirigida-a-la-cancilleria-srv-,584224,Recepción de correspondencia dirigida a la Cancillería,www.mre.gov.py,"Recepción de la correspondencia dirigida a la cancillería: recepción, verificación, clasificación y registro, para su entrega.",MRE - Mesa de Entrada Central,Mesa de Entrada,Recepción de documentos oficiales,-,Palma y 14 de Mayo - Palacio Benigno López / Asunción,-,595 (21) 497 656,,Nacional (sede central) e internacional (a través de sus embajadas y consulados),Ciudadanía nacional e internacional,http://www.tramitesparaguay.gov.py/recepcion-de-correspondencia-dirigida-a-la-cancilleria/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				- Nota de solicitud y sobres aclarando su destinatario.
			
				   X",Sin costo,-,Lunes a viernes - 07:00 a 15:00 Hs.,En el día,2.8,11057
17824,17826,13675,legalizacion-de-documentos-srv-,612961,Legalización de documentos,www.mec.gov.py,"Solicitud de reconocimiento de las firmas de las autoridades que refrendan documentos de todos los niveles del Sistema Educativo Nacional, tales como certificados de estudios, constancias de estudios y de cultos, programas de estudios y resoluciones.","Secretaría General
Área: Mesa de Entrada  (MEC)","Legalización, homologación, autenticación, visación",Documentos legalizados,-,Presidente Franco c/ Colón - Edificio Marcopolo,SD,595 (021) 452 800,,Territorio nacional,Ciudadania,http://www.tramitesparaguay.gov.py/legalizacion-de-documentos/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				Para Certificados de estudios para egresados de la Educación Media
		
		
			
				- Certificados expedidos por las instituciones educativas y visadas por las supervisiones administrativas de zona
			
				X
			
				 
			
				 
		
		
			
				- Certificados expedidos por las instituciones educativas y visadas por las supervisiones administrativas de zona y de la Dirección de Certificación Académica (para uso en el exterior)
			
				X
			
				 
			
				 
		
		
			
				Para copias de títulos de bachiller
		
		
			
				- Título de bachiller, debidamente firmado por las autoridades de la institución y con los respectivos sellos aclaratorios e institucionales. El interesado debe firmar el título para poder ser recepcionado para su legalización
			
				 
			
				X
			
				 
		
		
			
				Legalización de títulos (para uso en el exterior)
		
		
			
				- Título Original del interesado/a, debidamente firmado por las autoridades educativas y con los respectivos sellos aclaratorios e institucionales. El interesado debe firmar el título para poder ser recepcionado y proceder a la legalización
			
				X
			
				 
			
				 
		
		
			
				- Foto carnet del interesado
			
				X
			
				 
			
				 
		
		
			
				Legalización de certificados de estudios y títulos de nivel superior (excepto UNA), Formación de Docente, Técnicos Superiores, Post grados y especializaciones
		
		
			
				- Documentaciones expedidas por las instituciones educativas (Universidades, Institutos de Formación Docente, Institutos Técnicos Superiores), visadas (en el caso de certificados) / registradas (en el caso de títulos)
			
				X
			
				 
			
				 
		
		
			
				Legalización de Certificados de estudios expedidos por la Dirección de Certificación Académica
		
		
			
				- Certificado de Estudio expedido por la Dirección de Certificación Académica
			
				X
			
				 
			
				 
		
		
			
				Legalización de certificados de estudios no concluídos y que se continuará en otro país
		
		
			
				- Certificado de estudios expedido por las instituciones educativas y visadas por las Supervisiones Administrativas de zona y la Dirección de Certificación Académica
			
				X
			
				 
			
				 
		
		
			
				Legalización de documentación extranjera para su incorporación a nuestro sistema educativo
		
	
	
		
			
				- Documentos Extranjeros de estudios firmados por las autoridades del país de origen, visadas por el consulado paraguayo del país de origen, legalizada por el Ministerio de Relaciones Exteriores
			
				X
			
				 
			
				 
		
		
			
				Legalización de Documentos Expedidos por la UNA
		
		
			
				- Documentos expedidos por las intituciones pertenecientes a esta Universidad autenticadas por la Secretaría General de la UNA. Los títulos una vez legalizados por esta instancia deberán ser registrados en el Viceministerio de Educación Superior
			
				X
			
				 
			
				 
		
		
			
				Legalización de otras documentaciones, debidamente visadas por las direcciones de nivel (documentos de Difusion Cultural, Viceministerio de Culto).",Gs.10.000,-,Lunes a viernes - 07:00 a 13:00 Hs.,48 horas,2.1,11057
17988,17990,13691,solicitud-de-asistencia-tecnica-srv-,590189,Asistencia Técnica,www.mag.gov.py,Solicitud de productores agrícolas de Asistencia Técnica (SAT),"Vice Ministerio de Agricultura, Dirección de Investigación Agrícola",Solicitud de productores agrícolas de Asistencia Técnica,Asistencia técnica a productores agrícolas,-,"Ruta Nacional N° 2 ""Mariscal José Félix Estigarribia"" - San Lorenzo",dia@mag.gov.py,595 (21) 575 561 Fax: 595 (21) 574 928,,Territorio Nacional,Productores agrícolas,http://www.tramitesparaguay.gov.py/asistencia-tecnica/,"Nombre
			
				Orignal
			
				Fotocopia
				Simple
			
				Fotocopia
				Autenticada
		
		
			
				- Nota de solicitud
			
				    X
			
				 
			
				 
		
		
			
				- Lista de socios de la Organización (Nombre y apellido, Número de Cédula de identidad)
			
				 
			
				     X",Sin costo,-,Lunes a viernes - 07:00 a 15:00 Hs.,8 días,1.9,11057
