ticket_id,pregunta,respuesta,fecha,categoria
33,Tienen una dependencis que controla los lugares de turismo hoteles específicamente? ??,"Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener la siguiente información:

La Secretaria Nacional de Turismo (SENATUR), específicamente el Departamento de Fiscalización Turística sería la dependencia que fiscaliza los lugares de turismo.

Para mayor información puede comunicarse con la Sra. Marcela Villasanti quien esta a cargo de dicho departamento de Fiscalización, tel.: +59521 441530 int. 115 o puede enviar un email a: mvillasanti@senatur.gov.py

En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente
",2014-01-22 15:00:07,TURISMO
34,"Buenos dias señores de anti corrupcion, me gustaria saber como hacer llegar denuncias a ser investigada por un robo practicamente de dinero, o mejor dicho desvio de fondos de una institucion educativa por parte de la Señora Superviosora. de educacion indigena de Amambay.","Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener la siguiente información:

Puede contactar directamente con el Ministerio de Educación y Cultura, departamento de Quejas y Denuncias, esta oficina tiene como fin recepcionar las quejas o reclamos así como denuncias del ciudadano, canalizarlo institucionalmente y dar una respuesta a la demanda.

Para mayor información puede comunicarse a la línea gratuita de información del MEC 0800-11-4975. Esta mesa de información y la oficina de quejas y denuncias se encuentran habilitadas en el edificio Ramón Indalecio Cardozo, ex BNT, ubicado en 15 de agosto 629 e/Gral, Díaz y E. V. Haedo.

En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente
Ticket marcado por el sistema como vencido.
La consulta fue respondida.
",2014-01-23 12:38:09,EDUCACIÓN
35,"Buenos dias,
soy un extranjero que ha venido recientemente para vivir un tiempo (1-2 anos) en Paraguay. No se si ustedes me podrian ayudar con una pregunta: con carne de conducir internacional de categoría B (coches y camionetas pequeñas) se puede también conducir moto en Paraguay?
Saludos, Jonatan","Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener la siguiente información:

En la Municipalidad de Asunción, más específicamente en la Jefatura de Licencia, puede llevar todos sus documentos para que pueda ser asesorado por dicha área.

Para mayor información puede comunicarse con el Jefe de Licencia, Sr. Elagio León al teléfono: +59521 663364 quien le podrá brindar más detalles sobre los pasos a seguir en su caso específico.

En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente
Ticket marcado por el sistema como vencido.
La consulta fue respondida
",2014-01-24 00:26:21,TRANSPORTE E INFRAESTRUCTURA
36,"Buen día:

Mi consulta es sobre el procedimiento para solicitar las becas que ofrece el gobierno de Taiwán, que tengo entendido se gestiona desde esta institución. Soy Licenciado en Comercio Internacional por la Universidad Americana, promoción 2010, y quisiera aplicar a algún postgrado relacionado a mi carrera. También estoy interesado en cursos de inglés, que de momento es básico-intermedio, por si disponen de información al respecto.
Muchas gracias desde ya.

Saludos, 

Marcelo A. Corvalán V.
CINº 1601690","Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener los siguientes datos:

Para mayor información sobre el tema de becas internacionales puede contactar con la Dirección General de Becas dependiente del MEC. los datos son los siguientes:

Responsable:Rolando Urunaga- Dirección General de Becas.

Lugar:Chile Nº 719 c/ Víctor Haedo – 1º piso del edificio La Consolidada – Departamento de Becas Internacionales.

Informes y Consultas: 021-452.411/12, Celular: 0981-988.342,

Email: dgbecas2014@gmail.com

Horario: 07:00 hs. a 15:00hs de lunes a viernes.

Web: http://www.mec.gov.py/cms/entradas/294058-convocatoria-de-becas-para-taiwan-2014


O también puede visitar la página web de la Secretaria Técnica de Planificación - Becas Disponibles

http://webmail.stp.gov.py/stpnew/becas-disponibles.php




En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente
",2014-01-28 11:39:56,EDUCACIÓN
37,"soy funcionara del estado oficial del registro Civil de las personas y mi pregunta es lo siguiente por qué el registro Civil es una institución tan abandonad por el estado,el mayor porcentaje de las oficinas del paraguay funcionan a pulmón,y lo más triste es qué los funcionario cobramos tan poco ni siquiera tenemos sueldo por insalubridad ni bonificación familiar ni seguro,estamos tan sensible a la vista y preocupación del estado no tenemos local propio,. y con eso nuestras firmas recorre internacionalmente.no tenemos por cargo de representación.a esto me centro POR QUÉ ESTO DEBE SER ASÍ?","Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener los siguientes datos:

En comunicación con el Departamento de Recursos Humanos del Ministerio de Justicia y trabajo, nos informaron que el departamento encargado de la asignación y pago de salarios, bonificaciones es el de Tesorería.

La línea directa del Departamento de Recursos Humanos es: 021-449-909

Para mayor información pueden comunicarse a la central telefónica, y solicitar la comunicación con el Departamento de Tesorería al: 021 447010


En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente
",2014-01-28 14:32:59,RECLAMO
39,"Por favor, necesito la fecha de cumpleaños de la Sra. Ministra, Secretaria Ejecutiva Abog. María Soledad Quiñonez Astigarraga, para agregar en la lista protocolar.
Muchas gracias.
Federico Rodas Martínez
Jefe Sección Relaciones Públicas
Departamento de Comunicación Institucional y Protocolo
Banco Central del Paraguay
Tel: 619.2188","Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener los siguientes datos:

En comunicación con la Secretaría Nacional Anticorrupción, en la Direccion de Gabinete, la fecha de cumpleaños de la Ministra Abog. Maria Soledad Quiñonez Astigarraga es el 02 de mayo.

Para mayor información pueden comunicarse con la dirección de gabinete, con la Lic. Lucia Gómez al telefono: 021 450001/2 email: senacpy@gmail.com


En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente  
",2014-01-29 12:13:26,IDENTIDAD E IDENTIFICACION
40,"Buenos dias. Me gustaria si podrian mantenerme informada de los diferentes cursos que dicta la STP, con un lapso de tiempo de por lo menos 15 dias antes para poder realizar las gestiones correspondientes en la Institución para poder asistir. Muchas gracias. ","Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener los siguientes datos:

 Para suscribirse a las oportunidades de becas de la Secretaría Técnica de Planificación puede hacerlo desde : http://webmail.stp.gov.py/stpnew/becas-subscripciones.php


Para mayor información pueden comunicarse a los siguientes contactos: http://webmail.stp.gov.py/stpnew/becas-contactos.php

En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente  
",2014-02-04 08:32:03,EDUCACIÓN
41,"Dear Sir,

  I need copies of various  planos operativos anuales(POA)   to match Guias forestales that our
suppliers in Paraguay  provided with to show a chain of custody  from the logs to the forest.

can I get it off  your website. 

thanks,

Jean sayegh ","Dear Jean,

We were collect information about your resquest,

The institution responsible for the forest area is the NATIONAL FOREST INSTITUTE, for more information please contact them through the following links:

Website: http://www.infona.gov.py/s.n.i.f #.

Email: dgb@infona.gov.py

If you have questions, do not hesitate to contact us,
",2014-02-04 16:50:14,AGRICULTURA
47,quiero acceder a mi estado de cuenta,"Buenos Días Sra. Martha Segovia,

No tenemos registrado ninguna consulta o petición anterior desde el correo electrónico:martha_massabor@hotmail.com , para acceder al estado de una consulta primero debe crear la consulta con su correo (como lo realizó ahora) y luego le llegará el número de consulta asignado.

Para ver el estado de su solicitud debe ingresar a: http://consultas.paraguay.gov.py/view.php  ingresar su correo electrónico (con el que generó la consulta) y el número de consulta asignado.

Si se refiere a ""estado de cuenta"" sobre otro tipo de situación o sistemas, esperamos más detalles para poder ayudarla.

Desde ya muchas gracias por contactarnos.
Ticket marcado por el sistema como vencido.
La ciudadana no volvió a consultar.
",2014-02-07 10:59:14,general
48,"Buenas, tengo una starup para el gobierno que necesito enseñarle al
Ministro David Ocampos. Como se puede contactar con el.
Desde ya muchas gracias.","Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener los siguientes datos:

Para realizar una presentación sobre alguna propuesta técnica puede enviar más datos específicos a la siguiente dirección de correo: dzaracho@senatics.gov.py quien le responderá a fin de coordinar actividades.

Para mayor información puede comunicarse a los teléfonos (595 21) 201-014 / 201-813 , y solicitar la comunicación con la Dirección de Gobierno Electrónico, específicamente Doly Zaracho.


En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente
",2014-02-11 16:02:20,CIENCIA Y TECNOLOGIA
49,"Buen dia; la pagina de la DNCP, cuenta con una opción en la cual se pueda identificar quienes conforman un consorcio, es decir tipo una guia de firmas consultoras consorciadas de quienes conforman (integran y representan el consorcio).","Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener los siguientes datos:

Para mayor información sobre los datos puntuales con que cuenta la Dirección Nacional de Contrataciones Públicas, pueden comunicarse con atención al cliente, al teléfono: 021 4154000 siendo el horario de atención de lunes a jueves 07:15 - 13:00 y 14:00 - 16:00. viernes 07:15 – 13:00 también puede enviar un email: dncp@contratacines.gov.py o ingresar su consulta vía web a la mesa de ayuda y sugerencias ingresando a https://www.contrataciones.gov.py/sicp/mesaAyuda/solicitudMesaAyuda.seam?menuId=116&amp;actionMethod=busquedaGenerica.xhtml%3AmesaAyudaAction.initBaseFromMenu


En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente,



                                                         Atención al ciudadano – Portal Único de Gobierno
",2014-02-12 07:46:43,"FINANZAS, ECONOMIAS Y NEGOCIOS"
50,Que tal quisiera saber como puedo hacer para participar o enviar mi C.V para poder ingresar a una entidad publica. Gracias,"Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener los siguientes datos:

Para formar parte de una entidad publica, puede comunicarse con la Secretaría de la Función Pública, dicha entidad posee diversos datos concernientes a las entidades gubernamentales, asi como los concursos que se encuentran en vigencia.

Puede ingresar directamente visitando la web de la SFP http://www.sfp.gov.py/sfp/?node=page,440 o puede comunicarse con atención al cliente al teléfono: 021 451925/492109.


En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente,



                                                         Atención al ciudadano – Portal Único de Gobierno
",2014-02-14 21:51:00,TRABAJO Y EMPLEO
51,"Buenos dias, quisiera saber cuanto debo abonar por el documento ""antecedentes judiciales"" y en cuantos dias esta. Gracias","Ticket marcado por el sistema como vencido.
Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener los siguientes datos:

Debido a la implementación del “Sistema de Cobro Bancarizado”, el costo de los Certificados de Antecedentes Judiciales se redujo en un 56%, quedando en G. 25.511, a lo que solo se debe agregar la tasa bancaria de G. 4.400 IVA incluido, pues el pago puede efectuarse en las ventanillas de los bancos habilitados o a través del home banking, en cuyo caso no se abona la tasa bancaria. 

Ademas le invitamos a visitar la web: http://www.pj.gov.py/contenido/642-certificado-de-antecedentes-judiciales/642 de la Corte Suprema de Justicia para obtener mas detalles del tema.


En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente, 
",2014-02-17 11:49:54,JUSTICIA
52,"Hoy habilité  una S. A, para expòrtar muestra de azafrám y no puedo entrar a realizar los trámites... qué debo hacer?","Buenos días, muchas gracias por comunicarse con nosotros, estuvimos relevando datos sobre su consulta y pudimos obtener los siguientes datos: 

Le sugerimos que se comunique con el Servicio Nacional de Calidad y Sanidad Vegetal y de Semillas (SENAVE) al teléfono: (595-21) 445-769 / 441-549 / 451-910 email: consultas@senave.gov.py para obtener datos mas detallados sobre la exportación del azafrám.


Además puede ingresar a la web de trámites Paraguay donde encontrará los datos sobre el Registro y habilitación de empresas agrícolas accediendo en el siguente enlace:

http://www.tramitesparaguay.gov.py/registro-de-entidades-comerciales-proveedoras-de-insumos-agricolas/


En espera de que estos datos le hayan sido de ayuda a su consulta, nos despedimos muy atentamente,



",2014-02-17 19:45:21,AGRICULTURA
