articleId,resourcePrimKey,urlTitle,id_,additionalType,name,LegalName,url,description,address,email,telephone,image,location,logo,authority,vision,mission,publicServantList,version,structureId
184353,184355,presidencia-de-la-republica-del-paraguay,891384,Presidencia de la República del Paraguay,Presidencia de la República del Paraguay,Presidencia de la República del Paraguay,http://www.presidencia.gov.py/,,"Palacio de Gobierno, El Paraguayo Independiente entre O'leary y Ayolas",,+59521 4140200,,Asunción - Paraguay,,"Horacio Manuel Cartes Jara, Presidente de la República del Paraguay",,,http://www.presidencia.gov.py/nomina/,1.3,13527
13712,13714,ministerio-de-obras-publicas-y-comunicaciones,983431,http://www.mopc.gov.py/,Ministerio de Obras Públicas y Comunicaciones,Ministerio de Obras Públicas y Comunicaciones,http://www.mopc.gov.py/,"Organismo rector en el desarrollo y mantenimiento de la infraestructura nacional altamente profesional, transparente y comprometida con el resultado.

	El Ministerio de Obras Públicas y Comunicaciones es el organismo encargado de elaborar, proponer y ejecutar las políticas y disposiciones del Poder Ejecutivo referente a las Iniciativa para la Integración de la Infraestructura Regional Sudamericana, IIRSA, a cargo de la Unidad de Coordinación Institucional.","Oliva y Alberdi Nº 411, C.P. Nº 1221",comunicaciones@mopc.gov.py,595 (021) 4149000,,Asunción - Paraguay,,RAMÓN JIMÉNEZ GAONA,"En el marco de su MISIÓN el Ministerio de Obras Públicas y Comunicaciones ha establecido su VISIÓN para determinar sus Objetivos Institucionales a mediano y largo plazo. A través de la misma determina cómo quiere verse en relación con:

	* la satisfacción de sus clientes (partes interesadas) actuales y potenciales,
	* respecto a sus servicios actuales y futuros,
	* la satisfacción de sus funciones e impacto en la sociedad y
	* qué resultados institucionales claves pretende alcanzar en los próximos años",Promover el desarrollo económico y social del Paraguay a través de la provisión de servicios de infraestructura básica de calidad.,http://www.mopc.gov.py/nomina-de-funcionarios-i38,1.4,13527
13850,13852,ministerio-de-industria-y-comercio,983510,http://www.mic.gov.py,Ministerio de Industria y Comercio,Ministerio de Industria y Comercio,http://www.mic.gov.py,"- Adoptar, en coordinación con otros organismos oficiales, la política económica más conveniente a la Nación, relacionada con las fuentes de abastecimiento de bienes y servicios, con el volumen y calidad de la demanda actual de los mismos, y en previsión de la futura, con la comercialización de dichos bienes y servicios.

	- Formular planes y programas de desarrollo industrial y comercial incorporando nuevas tecnologías, preservando el medio ambiente.

	- Promover, proteger y fomentar la actividad industrial propiciando el desarrollo de nuevos productos dirigidos a satisfacer la demanda interna y a los mercados externos.

	- Fomentar el mejor aprovechamiento del capital, los recursos humanos y naturales del País a través de la industrialización y la creación de nuevas empresas industriales, comerciales, de servicios, canalizando la asistencia gubernamental.","Av. Mcal. López 3333 c/ Dr. Weiss, Villa Morra",info@mic.gov.py,+595 -21 616-3000,,Asunción - Paraguay,,GUSTAVO LEITE,"Transformar al Ministerio de Industria y Comercio en la institución pública líder en tecnología y competitividad, que se constituya en el portal de acceso al país de las inversiones serias - locales y extranjeras - que consagre el objetivo de País simple y trasparente, y que apuntale la inserción de productos nacionales en el mercado mundial.","Diseñar y Establecer Políticas Públicas, Programas e Instrumentos que apuntalen el desarrollo de la industria y aumente su participación en el Producto Interno Bruto, logre la facilitación del comercio legal, y permita la formalización de las MiPYMES y su acceso al mercado formal, todo en el marco de la creación de empleos dignos y la reducción de la pobreza.",Nómina de Funcionarios,1.9,13527
13871,13873,ministerio-de-la-mujer,983733,http://www.mujer.gov.py,Ministerio de la Mujer,Ministerio de la Mujer,http://www.mujer.gov.py,"El Ministerio de la Mujer es un organismo público creado por  ley 4.675/2012 que eleva al rango de Ministerio a la Secretaría de la Mujer.

	Es la instancia gubernamental, rectora normativa y estratégica de las políticas de género. Con autonomía técnica y de gestión, impulsa planes de acción para promover la igualdad de oportunidades y la equidad entre mujeres y hombres. Actualmente coordina la implementación del  III Plan Nacional de Igualdad entre Mujeres y Hombres 2008-2017.","Presidente Franco esq. Ayolas

	Edificio Ayfra, Piso 13, bloque B y Planta Baja",info@mujer.gov.py,"(595 21) 450 036/8

	Atención a víctimas de violencia: (595 21) 45 20 60/2

	Atención a víctimas de trata de personas: (595 21) 49 78 15

	Dirección de Comunicación y Cultura Democrática: (595 21) 49 11 76",,Asunción - Paraguay,,Ana María Baiardi Quesnel,"El Ministerio de la Mujer promueve la transversalización de la perspectiva de género en las políticas públicas para el logro de la igualdad real entre mujeres y hombres, orientada al desarrollo humano y a la consolidación de la democracia.","El Ministerio de la Mujer elabora, articula y ejecuta las políticas públicas con enfoque de género para lograr la igualdad de derechos entre mujeres y hombres.",Nómina de funcionarios,1.7,13527
14019,14021,secretaria-nacional-antidrogas,983794,http://www.senad.gov.py/,Secretaría Nacional Antidrogas,Secretaría Nacional Antidrogas,http://www.senad.gov.py/,"Es la institución estatal encargada por mandato de la Constitución Nacional de reprimir la producción y tráfico ilícitos de las sustancias estupefacientes y demás drogas peligrosas, así como los actos destinados a la legitimación del dinero proveniente de dichas actividades e igualmente combatir el consumo ilícito de dichas drogas.",Avda. Fernando de la Mora 2998 c/ Avda. De la Victoria,senadcomunicacion@gmail.com,(021) 554 - 585 / 6,,Asunción - Paraguay,,Luis Alberto Rojas,"Proyectarse como una institución profesional, organizada y entrenada para cumplir de forma eficiente su misión, en el marco del respeto y cumplimiento de los derechos humanos y las normas legales establecidas por la Constitución y las leyes de la República, velando por el interés supremo del bienestar y la salud de la sociedad y de las futuras generaciones. Procurar, en base a los valores de la institución y la excelencia del personal. Tener la capacidad de enfrentar con éxito las amenazas y desafíos del tráfico de drogas, que contribuya al fortalecimiento de la nación.","Ejecutar y hacer ejecutar la política del gobierno nacional en la lucha contra la producción y el tráfico ilícito de las sustancias estupefacientes y demás drogas peligrosas, la prevención del uso, abuso y dependencia de drogas, el tratamiento y reinserción social de drogodependientes y el control del lavado de activos provenientes del tráfico ilícito de estupefacientes y psicotrópicos.",Sin datos.,1.8,13527
14035,14037,secretaria-de-accion-social,983856,http://www.sas.gov.py,Secretaría de Acción Social,Secretaría de Acción Social,www.sas.gov.py,"La acción institucional de la Secretaría de Acción Social (SAS) se enmarca en la propuesta del Plan Nacional de Desarrollo Social 2010-2020, Paraguay para Todos y Todas, directamente en los ejes y objetivos referidos a la resignificación de las políticas sociales para la población afectada por la pobreza y la indigencia.

	El abordaje de la SAS se basa fundamentalmente en una política social enmarcada en el Estado Social de Derecho con Sistema de Gobierno Democrático. Esto quiere decir que nuestra acción es un componente entre todas las complejas acciones nacionales que se requieren para reducir la pobreza y la exclusión (como parte integradora, cuenta con una función trascendental al implementar un programa que se constituye en puerta de entrada al Sistema de Protección Social).

	La SAS está orientada hacia el cumplimiento de compromisos internacionales como los Objetivos de Desarrollo del Milenio (ODM) y el Plan Estratégico de Acción Social del MERCOSUR.",Avenida Mariscal López y Coronel. Pampliega,secsas@sas.gov.py,(595-21) 678 430 / 31 / 53,,Asunción - Paraguay,,Lic. Héctor Ramón Cárdenas Molinas,"Somos la institución de referencia en Paraguay, en la gestión eficiente de acciones para la reducción de la pobreza","Liderar y coordinar las acciones de protección y promoción social del Estado a través de la implementación de programas y proyectos sociales, enfocadas a la población en situación de pobreza y pobreza extrema",http://www.sas.gov.py/nomina,2.2,13527
14307,14309,secretaria-de-emergencia-nacional,984041,http://www.sen.gov.py/,Secretaría de Emergencia Nacional,Secretaría de Emergencia Nacional (SEN),http://www.sen.gov.py/,"La Secretaría de Emergencia Nacional (SEN) es una institución creada por la Ley Nº 2615/05 y depende directamente de la Presidencia de la República del Paraguay.
	La SEN es el organismo rector y conductor del Sistema Nacional de Emergencia (SISNE), encargado de la organización de la población, coordinación, planeamiento y control de las actividades de Defensa y Protección Civil.
	La SEN incorpora como elementos de trabajo la elaboración de Mapas de Riesgo, Alerta temprana y la Gestión Integral de Riesgos.
	En todas sus tareas de ayuda humanitaria incluye componentes de sostenibilidad apuntando a mejorar la calidad de vida en las diferentes comunidades del país y a disminuir los efectos provocados por los desastres fortaleciendo la capacidad de respuesta a nivel comunitario.",Fulgencio R. Moreno c/ Parapiti.,secretaria.general@sen.gov.py,(595 21) 440-997   Fax:(595 21) 440-998,,Asunción - Paraguay,,Joaquín Roa,"Ser el ente rector de la gestión y reducción de riesgos, referente nacional e internacional, con perspectiva integral e inclusiva, con eficiencia y eficacia, en el marco del desarrollo sostenible, enfatizando la transparencia, honestidad, equidad y compromiso.","Gestionar y reducir integralmente los riesgos de desastres en el Paraguay, diseñando y ejecutando políticas, planes, programas y proyectos con instituciones públicas, privadas, gobiernos subnacionales y comunidades, a través del fortalecimiento de capacidades institucionales, educación, comunicación, participación ciudadana, gestión del conocimiento y tecnología, en articulación con países, cooperación internacional, socios humanitarios y plataformas nacionales y regionales; en el marco del desarrollo sostenible, con profesionalidad, transparencia y rendición de cuentas",Sin datos,2,13527
14833,14835,secretaria-nacional-anticorrupcion,984127,http://www.senac.gov.py/,Secretaría Nacional Anticorrupción (SENAC),Secretaría Nacional Anticorrupción (SENAC),http://www.senac.gov.py/,"La Secretaria Nacional Anticorrupción, identificada con las siglas (SENAC) , se constituye en la instancia rectora, normativa y estratégica en el diseño , ejecución, implementación, monitoreo y evaluación de las políticas  públicas del Gobierno Nacional  en materia en materia de anticorrupción, integridad y transparencia.",El Paraguayo Independiente esquina 15 de Agosto,senacpy@gmail.com,021 -450 001 / 450 002,,Asunción - Paraguay,,Abog. Maria Soledad Quiñonez Astigarraga,"Coordinar con los diferentes organismos del Estado, las instancias internas institucionales especializadas en temas relacionados a la lucha contra la corrupción, y la ciudadanía en general.",Liderar la aplicación de políticas de transparencia de gestión y lucha contra la corrupción en todas las instituciones del Poder Ejecutivo.,NO DISPONIBLE,1.5,13527
23268,23270,secretaria-nacional-de-la-juventud,984149,Secretaría Nacional de la Juventud (SNJ),Secretaría Nacional de la Juventud (SNJ),Secretaría Nacional de la Juventud (SNJ),http://www.snj.gov.py/,SIN DATOS,Ayolas 451 entre Estrella y Oliva. Edificio Capital,snjparaguay@gmail.com,"(595 21) 453-212
(595 21) 453-213",,Asunción - Paraguay,,Marcelo Soto Pavón,"Institución pública sólida, reconocida por todas las instancias de Gobierno a nivel nacional y departamental, y la sociedad civil, debido a su proactividad, eficiencia y eficacia en la generación, diseño, coordinación e implementación de políticas públicas inclusivas dirigidas a necesidades prioritarias de la juventud paraguaya, con enfoque territorial, con un equipo de colaboradores calificados, comprometidos y con sentido de pertenencia.","Impulsar, generar, coordinar e implementar políticas públicas inclusivas dirigidas a satisfacer necesidades prioritarias de la población joven del país, con énfasis en aquella que se encuentra en situación de pobreza y vulnerabilidad, a través de acciones institucionales con enfoque territorial, propias y articuladas con otras instituciones públicas, privadas, nacionales e internacionales, en concordancia con el Plan Nacional de Desarrollo, de modo a garantizar un mejoramiento de las condiciones de vida de la juventud paraguaya y su participación activa en todas las áreas de desarrollo nacional.",SIN DATOS,2,13527
46464,46466,direccion-nacional-de-transporte-dinatran-,984186,Dirección Nacional de Transporte (DINATRAN),Dirección Nacional de Transporte,Dirección Nacional de Transporte,http://www.dinatran.gov.py/,"La Dirección Nacional de Transporte (DINATRAN) es un ente descentralizado con Personería Jurídica de Derecho Público.

	Fue creada el 16 de setiembre de 2000, mediante la Ley Nº 1590/00, como entidad reguladora de los servicios de transportes de pasajeros y cargas nacional e internacional y como organismo de aplicación de convenios y acuerdos en el ámbito de su competencia.","Ruta Nº2 Mcal. Estigarribia, Km 14",dinatran@dinatran.gov.py,"59521 582145, 595 21582990, 59521 586289",,San Lorenzo - Paraguay,,Abog. Carlos Leonardo Samaran Cayol,"Consolidar a la DINATRAN por medio de la implementación, gestión y mejoramiento de sus procesos, generando la confiabilidad de los usuarios y operadores del sistema.","Regular el sistema del transporte por carretera nacional e internacional de pasajeros y cargas de manera segura, eficiente y económica.",http://www.dinatran.gov.py/docum/NOMINA%20FUNCIONARIOS%20OCTUBRE_2013.pdf,1.6,13527
