id_article;id_servicio;id_institucion;id_version;nombre;url;descripcion;proveedor;tipo_servicio;producto;nombre_alternativo;direccion;email;telefono;canal_disponible;alcance;audiencia;operador;version;structureid
18061;18063;13691;590638;Certificado de Habilitación de Colmenas;www.mag.gov.py;Solicitud de habilitación y/o de renovación de Colmenas.;"Vice Ministerio de Ganadería
Área: Dirección de Investigación y Producción animal";Solicitud de habilitación y/o de renovación de Colmenas;Habilitación y/o de renovación de Colmenas;-;"Ruta Mariscal Estigarribia Km 10,5 - Campus Universitario - Facultad de Agronomía / San Lorenzo";dipa@mag.gov.py;595 (21) 585611   Fax: 595 (21) 586 136;"";Territorio Nacional;Ciudadanía;http://www.tramitesparaguay.gov.py/certificado-de-habilitacion-de-colmenas/;1.9;11057
18251;18253;13979;333106;Postulación a becas;http://webmail.stp.gov.py/stpnew/becas-disponibles.php;Solicitud de postulación a becas;Secretaría Técnica de Planificación;Becas de estudio;Beca;No disponible;Estrella Nº 505 y 14 de mayo - Asunción;lamarilla@stp.gov.py;595 (21) 450 422;"";Territorio Nacional;Ciudadanía;"";1.8;11057
18324;18326;14003;333121;Habilitación de agencias de viajes emisivo y receptivo;http://www.senatur.gov.py/;Habilitación de agencias de viajes;Secretaría Nacional de Turismo (SENATUR);"Inscripción, registro y habilitación del prestador de servicio turístico en el Registro Nacional de Turismo";Habilitación;No disponible;Palma Nº 468 e/ Alberdi y 14 de Mayo - Asunción;asu_azcona@hotmail.com;595 (21) 44 15 30 - Int. 117;"";Global;Empresas de viajes;"";2.1;11057
18364;18366;14003;333128;Habilitación de alojamiento extra hotelero;http://www.senatur.gov.py/;"Inscripción, registro y habilitación del prestador de servicio turístico en el Registro Nacional de Turismo";Secretaría Nacional de Turismo (SENATUR);"Inscripción, registro y habilitación del prestador de servicio turístico en el Registro Nacional de Turismo";"Inscripción, registro y habilitación";No disponible;Palma Nº 468 e/ Alberdi y 14 de Mayo - Asunción;asu_azcona@hotmail.com;595 (21) 44 15 30 - Int. 117;"";Territorio Nacional;Prestadores de Servicios Turísticos;"";1.8;11057
18390;18392;14003;333164;Habilitación de alojamiento hotelero;http://www.senatur.gov.py;"Inscripción, registro y habilitación del prestador de servicio turístico en el Registro Nacional de Turismo.";Secretaría Nacional de Turismo (SENATUR);"Inscripción, registro y habilitación del prestador de servicio turístico en el Registro Nacional de Turismo";Habilitación;No disponible;Palma Nº 468 e/ Alberdi y 14 de Mayo - Asunción;asu_azcona@hotmail.com;595 (21) 44 15 30 - Int. 117;"";Territorio Nacional;Prestadores de servicios turísticos;"";1.7;11057
18405;18407;13730;451434;Acrecentamiento de pensión para herederos del personal militar;www.mdn.gov.py;"Solicitud de incremento de la pensión realizada por el heredero de un personal militar retirado o fallecido en actividad, habiendo, un co-beneficiario, perdido el derecho a percibir la pensión por impedimento legal.";"Oficina Central del Ministerio de Defensa
Área: Oficina Central";Solicitud;Aumento monetario de pensión.;"";Avda. Mcal. López y Vice Presidente Sánchez;mdn@mdn.gov.py;595921 207 062   Fax: 595921 210 450;"";Central;Ciudadanía;-;1.8;11057
18416;18418;14003;333168;Habilitación de operador mayorista de turismo emisivo y receptivo;http://www.senatur.gov.py;"Inscripción, registro y habilitación del prestador de servicio turístico en el Registro Nacional de Turismo";Secretaría Nacional de Turismo (SENATUR);"Inscripción, registro y habilitación del prestador de servicio turístico en el Registro Nacional de Turismo";Habilitación;No disponible;Palma Nº 468 e/ Alberdi y 14 de Mayo - Asunción;asu_azcona@hotmail.com;595 (21) 44 15 30 - Int. 117;"";Territorio Nacional;Prestadores de servicios turísticos;"";1.7;11057
18432;18434;13730;454045;Pago del 50% del sueldo o haber de retiro del personal militar;www.mdn.gov.py;"Percepción de haberes por los herederos del  personal militar fallecido en actividad o retirado, mientras dure la declaratoria de herederos.";"Oficina Central del Ministerio de Defensa
Área: Oficina Central";"Percepción de haberes por los herederos del  personal militar fallecido en actividad o retirado, mientras dure la declaratoria de herederos.";Pensión monetaria a herederos;"";Avda. Mcal. López y Vice Presidente Sánchez;mdn@mdn.gov.py;595921 207 062   Fax: 595921 210 450;"";Territorio nacional;Personal militar;http://www.tramitesparaguay.gov.py/pago-del-50-del-sueldo-o-haber-de-retiro-del-personal-militar/;1.8;11057
18467;18469;14003;333201;"Inscripción, registro y habilitación de la empresa de arrendamiento de vehículos  categoría V";http://www.senatur.gov.py;"Inscripción, registro y habilitación de la empresa de transporte turístico terrestre en el Registro Nacional de Turismo";Secretaría Nacional de Turismo (SENATUR);"Inscripción, registro y habilitación de la empresa de arrendamiento de vehículos en el Registro Nacional de Turismo";"Inscripción, registro y habilitación";No disponible;Palma Nº 468 e/ Alberdi y 14 de Mayo - Asunción;oddyhuespe@hotmail.com;595 (21) 44 15 30 - Int. 117;"";Territorio Nacional;Empresas de arrendamiento de vehículos;"";1.7;11057
18482;18484;13730;453801;Pensión del 100%;www.mdn.gov.py;Solicitud de pensión de los familiares del personal militar retirado y fallecido.;"Oficina Central del Ministerio de Defensa
Área: Oficina Central";Solicitud de pensión de los familiares del personal militar retirado y fallecido.;Pensión;"";Avda. Mcal. López y Vice Presidente Sánchez;mdn@mdn.gov.py;595921 207 062   Fax: 595921 210 450;"";Territorio nacional;Familiares del personal militar;http://www.tramitesparaguay.gov.py/pension-del-100/;1.7;11057
18497;18499;14021;333384;Servicio de tratamiento ambulatorio para personas con problemas de consumo de drogas ilícitas;http://www.senad.gov.py/;"Entrevistas terapéuticas destinadas al manejo de la adicción como enfermedad, realizadas según necesidad de cada caso";Secretaría Nacional Antidrogas (SENAD);"Entrevistas terapéuticas destinadas al manejo de la adicción como enfermedad, realizadas según necesidad de cada caso";Servicio de tratamiento ambulatorio;No disponible;Avda. Fernando de la Mora 2998 c/ De la Victoria - Asunción;sguerreroa@gmail.com;595 (021) 554 585;"";Territorio Nacional;Ciudadanía;"";2;11057
18512;18514;13730;453772;Pensión como veteranos de la Guerra del Chaco;www.mdn.gov.py;Solicitud de pensión como veteranos de la Guerra del Chaco.;"Oficina Central del Ministerio de Defensa
Área: Oficina Central";Solicitud de pensión como veteranos de la Guerra del Chaco;Pensión;"";Avda. Mcal. López y vice Presidente Sánchez;mdn@mdn.gov.py;595921 207 062  Fax: 595921f 210 450;"";Territorio nacional;Veteranos de la Guerra del Chaco;http://www.tramitesparaguay.gov.py/pension-como-veteranos-de-la-guerra-del-chaco/;1.6;11057
18527;18529;13730;453739;Cobro de haberes de retiro del personal militar;www.mdn.gov.py;Solicitud de pensión como veteranos de la Guerra del Chaco.;"Oficina Central del Ministerio de Defensa
Área: Oficina Central";Solicitud de cobro de haberes de retiro por parte del personal militar en actividad.;Cobro de haberes;"";Avda. Mcal. López y vice Presidente Sánchez;mdn@mdn.gov.py;595921 207 062   Fax: 595921 210 450;"";Central;Personal militar;http://www.tramitesparaguay.gov.py/cobro-de-haberes-de-retiro-del-personal-militar/;1.6;11057
18538;18540;14021;335057;Charlas preventivas sobre el uso indebido de drogas;http://www.senad.gov.py/index.html;"Charlas de asesoramiento sobre el uso indebido de drogas destinadas a colegios, instituciones que lo soliciten";Secretaría Nacional Antidrogas (SENAD);"Charlas de asesoramiento sobre el uso indebido de drogas destinadas a colegios, instituciones que lo soliciten";Charlas;No disponible;Avda. Fernando de la Mora 2998 c/ De la Victoria / Asunción;walterkurth@hotmail.com;595 (21) 554585 Int 28;"";Territorio Nacional;Ciudadanía;"";2;11057
18590;18592;13746;677982;Autenticación de Firmas de Profesionales;www.mspbs.gov.py;"Solicitud de validación del documento emitido por el profesional médico, número de registro y vigencia del mismo, sin juzgar el contenido.";Dirección de Registro y Control de Profesionales de la Salud;"Solicitud de validación del documento emitido por el profesional médico, número de registro y vigencia del mismo, sin juzgar el contenido";Validación del documento de firmas de profesionales;"";Brasil y Manuel Domínguez;dcpyes@mspbs.gov.py;(59521) 204-654;"";Territorio Nacional;Profesionales médicos;http://www.tramitesparaguay.gov.py/autenticacion-de-firmas-de-profesionales/;1.9;11057
18605;18607;13746;654928;Registro y Habilitación de Profesionales de la Salud;www.mspbs.gov.py;"Solicitud de inscripción y renovación de los registros de profesionales de salud, en sus distintos niveles académicos, según las Resoluciones Ministeriales Nº 844 y 74.";"MINISTERIO DE SALUD PÚBLICA Y BIENESTAR SOCIAL
Dirección de Registro y Control de Profesionales de la Salud";Solicitud de inscripción y renovación de los registros de profesionales de salud;Registro de Profesionales de la Salud;"";Brasil y Manuel Domínguez;dcpyes@mspbs.gov.py;(595) 21 204-654;El trámite es personal cuando éste puede ser realizado por el solicitante o por el representante legal.;Central;SIN DATO;http://www.tramitesparaguay.gov.py/registro-y-habilitacion-de-profesionales-de-la-salud/;1.8;11057
18620;18622;13746;654224;Intervención de exámenes;www.ins.gov.py;"Solicitud de intervención de exámenes, para confirmación de fechas y designación de interventores";"Instituto Nacional de Salud (INS)
Área: Departamento de Control y Registros de Antecedentes Académicos.";"Solicitud de intervención de exámenes, para confirmación de fechas y designación de interventores";Intervención de exámenes;"";Avda. Santísima Trinidad c/ Itapúa;direccion@ins.gov.py;595 (21) 296 210 / 294 482;"El trámite es presencial, cuando la presencia física de la persona es indispensable para realizar el trámite.";Territorio Nacional;Ciudadanía;http://www.tramitesparaguay.gov.py/intervencion-de-examenes/;1.8;11057
18635;18637;13746;640505;Pruebas de Laboratorio para Vigilancia Epidemiológica;www.mspbs.gov.py;Procedimiento solicitado por el profesional de salud para el diagnóstico laboratorial de enfermedades de interés epidemiológico.;Laboratorio Central de Salud Pública (LCSP);Procedimiento solicitado por el profesional de salud para el diagnóstico laboratorial de enfermedades de interés epidemiológico;Pruebas de Laboratorio;"";Avenida Venezuela y Florida;dirtec@lcsp.gov.py;595 (21) 292 653   Fax: 595 (21) 294 999;"El trámite es presencial, cuando la presencia física de la persona es indispensable para realizar el trámite.";Territorio Nacional;Ciudadanía;http://www.tramitesparaguay.gov.py/pruebas-de-laboratorio-para-vigilancia-epidemiologica/;1.7;11057
18650;18652;13746;640450;Análisis Clínicos;www.mspbs.gov.py;Solicitud para la realización de análisis clínicos de rutina y/o especializados.;Laboratorio Central de Salud Pública (LCSP);Solicitud para la realización de análisis clínicos de rutina y/o especializados;Análisis clínicos;"";Avenida Venezuela y Florida;dirtec@lcsp.gov.py;595 (21) 292 653;"El trámite es presencial, cuando la presencia física de la persona es indispensable para realizar el trámite.";Territorio Nacional;Ciudadanía;http://www.tramitesparaguay.gov.py/analisis-clinicos/;1.7;11057
18670;18672;14021;335062;Denuncias de focos de distribución de drogas ilícitas;http://www.senad.gov.py/index.html;"Realización de denuncias anónimas sobre focos de distribución ilícitas, de personas que comercialicen con drogas ilícitas a no muy grande escala.";Secretaría Nacional Antidrogas (SENAD);"Realización de denuncias anónimas sobre focos de distribución ilícitas, de personas que comercialicen con drogas ilícitas a no muy grande escala";Denuncias;No disponible;Avda. Fernando de la Mora 2998 c/ De la Victoria - Asunción;Sin datos;595 (021) 554 585;"";Global;Ciudadanía;"";1.8;11057
